EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,OffensiveGoaltends,Defensive 3 Seconds Violations,DefensiveGoaltends,Blocked3s,BlockedCorner3,on,HeaveMakes,Arc3PctBlocked,Clear Path Fouls,BlockedArc3
2239,1610612751,Trenton Hassell,Trenton Hassell,2239,NJN,18060.0,301,-21,543,555,158.0,215,85,1098,7,12,2.0,2,2.0,3.0,1.0,3.0,11.0,29,1.0,3.0,,,1.0,1.0,1.0,2.0,,,,1.0,19,44,2.0,5.0,7,51,603,2.0,3,,,2.0,6.0,7.0,11.0,1.0,2.0,5.0,22.0,32,6.0,6.0,,4.0,,2.0,1.0,,,6.0,7.0,13.0,,7.0,3.0,,3.0,33.0,10.0,7,1.0,5.0,24,,29,18,47,2.0,5.0,2.0,3.0,5.0,1.0,3.0,3.0,,2.0,1.0,8.0,2.0,3.0,12.0,23.0,1.0,,14,1.0,3.0,9,1.0,,,4,,1.0,7.0,5.0,1.0,1.0,7.0,4.0,,22.0,158.0,4.0,1.0,0.8421052631578947,0.9411764705882353,1.0,0.4,,0.5,0.4,0.4318181818181818,0.6666666666666666,0.6363636363636364,0.4489795918367347,0.6666666666666666,0.6538461538461539,0.4811320754716981,0.75,0.6875,0.10204081632653061,,,,,,,9.621451104100947,0.625,,0.06666666666666667,0.12121212121212122,0.034482758620689655,0.06666666666666667,0.14492753623188406,0.10622710622710622,0.0625,0.017241379310344827,0.023255813953488372,0.049019607843137254,0.1509433962264151,0.125,0.056338028169014086,0.15555555555555556,0.15853658536585366,0.03773584905660377,0.13636363636363635,0.07142857142857142,0.5714285714285714,0.24489795918367346,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.061224489795918366,0.3333333333333333,0.3333333333333333,,0.5918367346938775,0.3793103448275862,0.3793103448275862,1.0,0.061224489795918366,0.3333333333333333,0.3333333333333333,1.0,0.04081632653061224,0.5,0.5,1.0,0.6666666666666666,1.0,,,,,,,,0.23076923076923078,0.6666666666666666,0.07692307692307693,1.0,0.07692307692307693,,0.3469387755102041,0.5,0.4424295918367347,0.46165,0.4509653846153846,0.07692307692307693,0.0851063829787234,,0.11764705882352941,0.43137254901960786,12.863636363636362,24.74,0.29097605893186,1.0,,,,,,True,,,,
200772,1610612751,Maurice Ager,Maurice Ager,200772,NJN,2317.0,39,6,70,75,34.0,35,9,145,3,5,1.0,2,2.0,4.0,,1.0,1.0,7,,,,,,,,3.0,,,,2.0,4,13,,3.0,3,11,53,1.0,2,,,1.0,3.0,3.0,9.0,,2.0,2.0,8.0,6,2.0,,,2.0,,3.0,,1.0,,,,,,,,,,,,2,,1.0,5,,6,2,8,,,,,2.0,,2.0,,,,,2.0,,,4.0,10.0,,,4,,,6,,,,3,,,,,,,,,,8.0,34.0,2.0,,0.75,1.0,,,,,,0.3076923076923077,0.5,0.3333333333333333,0.25,0.5,0.2727272727272727,0.2894736842105263,0.5,0.3076923076923077,0.1875,,0.07692307692307693,0.2,,,,25.0,1.0,,,0.15625,0.0625,0.07142857142857142,,0.13043478260869565,0.04878048780487805,0.2,,,,,0.25,,0.16666666666666666,0.09090909090909091,,,,0.3125,0.6,0.75,0.6666666666666666,0.0625,,,,0.4375,0.14285714285714285,0.14285714285714285,1.0,,,,,0.1875,,,,1.0,0.5,,,,,,,,0.36363636363636365,0.5,,,0.18181818181818182,,0.5,,0.47097500000000003,0.51435,0.47900000000000004,0.15789473684210525,0.1875,,0.2727272727272727,0.7272727272727273,11.861538461538462,25.7,0.4857142857142857,,,,,,,True,,,,
201572,1610612751,Brook Lopez,Brook Lopez,201572,NJN,52547.0,876,-1,1661,1655,544.0,628,199,3316,108,156,48.0,73,30.0,50.0,35.0,77.0,19.0,53,,,,,,,,2.0,,,,2.0,162,286,,2.0,68,392,1797,53.0,85,,,5.0,111.0,41.0,81.0,,2.0,28.0,110.0,182,142.0,,,82.0,,2.0,,15.0,,28.0,4.0,32.0,4.0,,19.0,5.0,4.0,68.0,22.0,70,2.0,32.0,104,27.0,163,94,257,13.0,22.0,14.0,8.0,24.0,1.0,9.0,20.0,2.0,15.0,7.0,44.0,3.0,8.0,53.0,92.0,9.0,8.0,72,8.0,1.0,83,13.0,,,39,,9.0,53.0,41.0,6.0,6.0,53.0,36.0,,110.0,544.0,18.0,9.0,0.5617283950617284,0.7520661157024794,,,,,,0.5664335664335665,0.6235294117647059,0.5061728395061729,0.5625,0.6235294117647059,0.4939759036144578,0.6068111455108359,0.6306818181818182,0.5445544554455446,0.006944444444444444,,0.05244755244755245,0.07692307692307693,0.025974025974025976,0.018867924528301886,,19.49017525225704,0.5454545454545454,0.35064935064935066,0.05405405405405406,0.19923371647509577,0.12658227848101267,0.15763546798029557,0.09090909090909091,0.18758620689655173,0.11572327044025157,0.2127659574468085,0.1267605633802817,0.053811659192825115,0.07006369426751592,0.12941176470588237,0.24456521739130435,0.1885245901639344,0.16666666666666666,0.14285714285714285,0.19642857142857142,0.11926605504587157,0.6792452830188679,0.5416666666666666,0.6923076923076923,0.75,0.5462962962962963,0.2673611111111111,0.45454545454545453,0.4666666666666667,0.42857142857142855,0.1840277777777778,0.3584905660377358,0.36538461538461536,0.8947368421052632,,,,,0.006944444444444444,,,,0.8588235294117647,0.6575342465753424,0.08333333333333333,,,,,,,0.6024096385542169,0.6,,,0.024096385542168676,,0.5486111111111112,,0.49722708333333315,0.5461352112676056,0.5115060240963858,0.12420382165605096,0.125,,0.28316326530612246,0.28061224489795916,5.717832167832167,26.8,0.32751354605659244,,2.0,1.0,,,,True,,,,
201157,1610612751,Sean Williams,Sean Williams,201157,NJN,15255.0,254,-16,466,482,142.0,188,50,948,17,27,8.0,12,1.0,3.0,4.0,16.0,,9,,,,,,,,,,,,,21,52,,,13,55,515,8.0,16,,,2.0,18.0,2.0,8.0,,,5.0,9.0,18,24.0,,,14.0,,,,5.0,,6.0,2.0,8.0,2.0,,2.0,1.0,3.0,18.0,5.0,16,2.0,12.0,19,7.0,38,23,61,1.0,5.0,5.0,,5.0,1.0,3.0,9.0,1.0,2.0,,14.0,3.0,4.0,26.0,51.0,5.0,4.0,30,5.0,9.0,19,1.0,,,10,,,21.0,16.0,,5.0,21.0,12.0,1.0,9.0,142.0,5.0,,0.42857142857142855,0.6428571428571429,,,,,,0.40384615384615385,0.5,0.25,0.40384615384615385,0.5,0.25,0.45081967213114754,0.5294117647058824,0.4090909090909091,,,0.09615384615384616,0.14814814814814814,0.0625,,,14.31297709923664,0.35714285714285715,0.28,0.11764705882352941,0.11801242236024845,0.10457516339869281,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.09417040358744394,0.15555555555555556,0.07894736842105263,0.08571428571428572,0.05660377358490566,0.11764705882352941,0.10714285714285714,0.10256410256410256,0.13636363636363635,0.2682926829268293,0.06666666666666667,0.038461538461538464,0.5714285714285714,0.5192307692307693,0.6296296296296297,0.7391304347826086,0.4117647058823529,0.3076923076923077,0.25,0.26666666666666666,0.5,0.17307692307692307,,,,,,,,,,,,0.75,0.6666666666666666,,,,,,,,0.375,0.3333333333333333,,,,,0.5192307692307693,,0.48402307692307683,0.5026857142857143,0.4251125,0.16393442622950818,0.16393442622950818,,0.32727272727272727,0.16363636363636364,5.619230769230769,,0.30472103004291845,,1.0,1.0,5.0,,,True,,,,
2031,1610612751,Stromile Swift,Stromile Swift,2031,NJN,3478.0,58,-4,107,103,19.0,42,8,210,4,7,,1,,1.0,2.0,2.0,2.0,2,,,,,,,,,,,,,8,11,,,4,20,105,,1,,,,,,1.0,,,1.0,1.0,16,,,,,,,,,,1.0,,1.0,,,,,1.0,2.0,1.0,2,,2.0,3,1.0,6,3,9,2.0,,,,1.0,1.0,,6.0,1.0,1.0,1.0,7.0,,2.0,7.0,15.0,3.0,2.0,9,,2.0,9,1.0,,,4,,1.0,2.0,2.0,,,2.0,1.0,1.0,1.0,19.0,1.0,,1.0,1.0,,,,,,0.7272727272727273,,,0.7272727272727273,,,0.6666666666666666,,0.16666666666666666,,,,,,,,19.1304347826087,0.14285714285714285,0.2,,0.10714285714285714,0.09090909090909091,0.10526315789473684,0.058823529411764705,0.10638297872340426,0.07692307692307693,0.25,,,0.08333333333333333,,0.08333333333333333,0.25,0.08333333333333333,0.13333333333333333,,0.6666666666666666,0.5,0.6363636363636364,0.5714285714285714,0.5714285714285714,1.0,0.18181818181818182,1.0,1.0,1.0,0.18181818181818182,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,0.6363636363636364,,0.4877,0.5528,0.5279,0.2857142857142857,0.2857142857142857,,,0.05,4.699999999999999,,0.17757009345794392,,,1.0,,,,True,,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,112852.0,1881,-181,3539,3538,767.0,755,393,7077,108,202,14.0,30,32.0,54.0,45.0,99.0,116.0,299,21.0,46.0,,1.0,6.0,8.0,71.0,197.0,6.0,13.0,11.0,38.0,269,600,92.0,243.0,198,1012,4058,31.0,58,6.0,14.0,18.0,98.0,58.0,130.0,17.0,46.0,90.0,257.0,172,366.0,231.0,45.0,18.0,4.0,192.0,70.0,33.0,1.0,160.0,76.0,236.0,42.0,34.0,98.0,18.0,44.0,548.0,14.0,30,2.0,53.0,158,7.0,218,46,264,18.0,52.0,32.0,20.0,47.0,13.0,31.0,41.0,4.0,16.0,10.0,88.0,5.0,20.0,88.0,145.0,2.0,13.0,216,8.0,8.0,242,21.0,,10.0,94,,33.0,24.0,21.0,,3.0,24.0,15.0,,257.0,767.0,18.0,30.0,0.31970260223048325,0.33076923076923076,0.8369565217391305,0.3786008230452675,0.42857142857142855,0.3695652173913043,0.3807531380753138,0.4483333333333333,0.5344827586206896,0.4461538461538462,0.48279952550415184,0.5555555555555556,0.4744318181818182,0.5295047418335089,0.5925925925925926,0.5619469026548672,0.28825622775800713,0.00411522633744856,0.055,0.13861386138613863,0.04040404040404041,0.0033444816053511705,,25.746268656716417,0.5340909090909091,0.06481481481481481,0.019801980198019802,0.1323283082077052,0.024650780608052588,0.12926829268292683,0.029227557411273485,0.13154613466334164,0.025943396226415096,0.03260869565217391,0.018518518518518517,0.02053388090349076,0.02601156069364162,0.03759398496240601,0.08653846153846154,0.13108614232209737,0.17025440313111545,0.10819672131147541,0.19047619047619047,0.0410958904109589,0.625,0.23962040332147094,0.5346534653465347,0.6206896551724138,0.25,0.11743772241992882,0.45454545454545453,0.47368421052631576,0.2,0.35468564650059314,0.3879598662207358,0.38926174496644295,0.43103448275862066,0.054567022538552785,0.45652173913043476,0.45652173913043476,1.0,0.23368920521945433,0.3604060913705584,0.3622448979591837,0.7887323943661971,0.4166666666666667,0.4666666666666667,0.21428571428571427,0.013888888888888888,,,0.18055555555555555,0.46153846153846156,0.6666666666666666,0.3068181818181818,0.5925925925925926,0.045454545454545456,0.75,0.2159090909090909,0.2894736842105263,0.527876631079478,0.3645833333333333,0.4911153937947493,0.4936157407407407,0.48626947674418614,0.10262008733624454,0.13967310549777118,,0.09683794466403162,0.25395256916996045,10.945999999999998,25.758847736625516,0.21672788923424696,,,3.0,1.0,,,False,1.0,0.005076142131979695,,
200767,1610612751,Josh Boone,Josh Boone,200767,NJN,22715.0,379,-90,683,701,183.0,194,88,1384,38,67,8.0,19,3.0,8.0,7.0,14.0,3.0,8,,,,,,,,,,,,,48,89,,,16,112,834,9.0,23,,,2.0,20.0,6.0,14.0,,,9.0,21.0,82,14.0,,,12.0,,,,5.0,,8.0,2.0,10.0,1.0,1.0,3.0,,5.0,22.0,13.0,23,,16.0,37,10.0,63,36,99,7.0,9.0,6.0,3.0,4.0,1.0,1.0,3.0,,3.0,,7.0,2.0,3.0,32.0,41.0,1.0,1.0,19,2.0,,35,1.0,,,14,,4.0,17.0,12.0,1.0,4.0,17.0,10.0,,21.0,183.0,,4.0,0.8541666666666666,0.9761904761904762,,,,,,0.5393258426966292,0.391304347826087,0.42857142857142855,0.5393258426966292,0.391304347826087,0.42857142857142855,0.5283018867924528,0.4,0.5,,,0.056179775280898875,0.07462686567164178,,,,14.142678347934918,0.5714285714285714,0.43478260869565216,,0.18048780487804877,0.0954356846473029,0.18604651162790697,0.12037037037037036,0.18213058419243985,0.10315186246418338,0.16981132075471697,0.03225806451612903,0.038461538461538464,0.12195121951219512,0.11538461538461539,0.10144927536231885,0.1794871794871795,0.23711340206185566,0.2222222222222222,0.08695652173913043,0.2,0.5882352941176471,0.7528089887640449,0.5671641791044776,0.6129032258064516,0.8421052631578947,0.15730337078651685,0.5,0.5,0.8571428571428571,0.0898876404494382,0.375,0.375,1.0,,,,,,,,,0.8260869565217391,0.42105263157894735,0.25,,,,,,,0.5714285714285714,0.375,,,,,0.7528089887640449,,0.5347741573033709,0.5237444444444445,0.4826142857142858,0.13725490196078433,0.13725490196078433,,0.17857142857142858,0.1875,3.020224719101123,,0.2679355783308931,,1.0,3.0,1.0,,,False,,,,
201146,1610612751,Yi Jianlian,Yi Jianlian,201146,NJN,65135.0,1086,-115,2024,2025,359.0,350,228,4049,43,89,15.0,32,8.0,12.0,17.0,39.0,50.0,148,11.0,24.0,1.0,2.0,1.0,5.0,25.0,84.0,1.0,3.0,4.0,16.0,110,276,36.0,108.0,63,391,2306,17.0,45,2.0,5.0,16.0,56.0,19.0,42.0,5.0,21.0,15.0,68.0,158,62.0,105.0,3.0,26.0,,84.0,25.0,25.0,,30.0,16.0,46.0,7.0,9.0,17.0,3.0,10.0,108.0,9.0,36,1.0,42.0,136,21.0,199,46,245,5.0,22.0,13.0,9.0,28.0,8.0,14.0,26.0,7.0,14.0,6.0,54.0,6.0,5.0,61.0,115.0,10.0,4.0,67,11.0,2.0,83,5.0,,,36,,8.0,21.0,19.0,,2.0,21.0,11.0,,68.0,359.0,9.0,7.0,0.7181818181818181,0.8144329896907216,0.9722222222222222,0.3333333333333333,0.4,0.23809523809523808,0.3333333333333333,0.39855072463768115,0.37777777777777777,0.4523809523809524,0.4270833333333333,0.4,0.42063492063492064,0.46217494089834515,0.4745762711864407,0.4722222222222222,0.28125,,0.09057971014492754,0.24719101123595505,0.07692307692307693,,,20.676202860858258,0.5185185185185185,0.40384615384615385,0.022222222222222223,0.19653179190751446,0.04897959183673469,0.18340611353711792,0.035856573705179286,0.19326818675352878,0.04563894523326572,0.06538461538461539,0.041666666666666664,0.03908794788273615,0.0273224043715847,0.058823529411764705,0.1885245901639344,0.2191780821917808,0.19205298013245034,0.19411764705882353,0.15254237288135594,0.02358490566037736,0.5238095238095238,0.23177083333333334,0.48314606741573035,0.6417910447761194,0.5813953488372093,0.1015625,0.4358974358974359,0.4722222222222222,0.5294117647058824,0.3854166666666667,0.33783783783783783,0.33783783783783783,0.9,0.0625,0.4583333333333333,0.4583333333333333,0.9090909090909091,0.21875,0.2976190476190476,0.2976190476190476,1.0,0.64,0.46875,0.2,0.04,0.5,1.0,0.06,0.3333333333333333,1.0,0.19047619047619047,0.6666666666666666,0.07936507936507936,0.2,0.25396825396825395,0.25,0.5130208333333334,0.2976190476190476,0.4936829427083333,0.514460294117647,0.4954468253968255,0.08674698795180723,0.11726384364820847,,0.1432225063938619,0.17391304347826086,11.72572463768116,24.928703703703697,0.1773715415019763,1.0,,7.0,3.0,,,False,,,,
201604,1610612751,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,NJN,15326.0,255,13,482,482,185.0,151,61,964,17,28,2.0,3,6.0,10.0,8.0,18.0,8.0,21,2.0,5.0,,,,3.0,,1.0,,,,1.0,33,67,2.0,6.0,20,92,523,3.0,7,,,2.0,8.0,12.0,21.0,,4.0,13.0,37.0,20,46.0,6.0,,2.0,1.0,,,4.0,,18.0,9.0,27.0,3.0,6.0,11.0,3.0,4.0,63.0,,4,,4.0,10,,14,4,18,1.0,6.0,4.0,2.0,10.0,1.0,6.0,6.0,2.0,4.0,,16.0,2.0,4.0,12.0,18.0,,1.0,19,,,27,2.0,,1.0,11,,3.0,6.0,2.0,3.0,1.0,6.0,3.0,,37.0,185.0,2.0,3.0,0.30303030303030304,0.3125,1.0,0.3333333333333333,,,0.4,0.4925373134328358,0.42857142857142855,0.5714285714285714,0.4931506849315068,0.42857142857142855,0.48,0.5411764705882353,0.5,0.578125,0.0821917808219178,,0.05970149253731343,0.14285714285714285,,,,18.100358422939067,0.625,,,0.06289308176100629,0.02247191011235955,0.08163265306122448,,0.0673076923076923,0.017543859649122806,0.013513513513513514,0.045454545454545456,0.016666666666666666,,,0.06153846153846154,0.05405405405405406,0.07017543859649122,0.05714285714285714,0.14285714285714285,0.030303030303030304,0.5,0.3835616438356164,0.6071428571428571,0.7083333333333334,0.35294117647058826,0.2465753424657534,0.4444444444444444,0.4444444444444444,0.5,0.2876712328767123,0.38095238095238093,0.38095238095238093,,0.0684931506849315,0.4,0.4,1.0,0.0136986301369863,,,,0.42857142857142855,0.6666666666666666,0.5,,,,,,,0.4,0.6,0.12,,0.04,,0.4657534246575342,,0.47696874999999994,0.4670142857142857,0.48909375000000005,0.13414634146341464,0.14473684210526316,,0.08695652173913043,0.40217391304347827,8.038805970149253,31.483333333333334,0.38381742738589214,,,,,,,False,,,,
2039,1610612751,Keyon Dooling,Keyon Dooling,2039,NJN,54841.0,914,-131,1697,1684,504.0,483,184,3381,41,62,4.0,5,10.0,14.0,12.0,26.0,16.0,52,26.0,54.0,2.0,6.0,7.0,14.0,15.0,53.0,,4.0,5.0,16.0,69,140,41.0,107.0,59,320,1938,6.0,14,2.0,10.0,7.0,25.0,18.0,38.0,12.0,30.0,22.0,94.0,46,92.0,105.0,18.0,2.0,1.0,52.0,15.0,7.0,,67.0,35.0,102.0,26.0,9.0,35.0,10.0,22.0,239.0,6.0,6,,17.0,37,7.0,61,12,73,1.0,32.0,11.0,21.0,24.0,7.0,18.0,20.0,5.0,6.0,4.0,44.0,4.0,12.0,18.0,52.0,1.0,1.0,64,,8.0,68,7.0,1.0,,25,3.0,9.0,5.0,1.0,1.0,3.0,5.0,3.0,,94.0,504.0,8.0,9.0,0.3333333333333333,0.3382352941176471,0.8536585365853658,0.38317757009345793,0.2,0.4,0.3867924528301887,0.4928571428571429,0.42857142857142855,0.47368421052631576,0.52834008097166,0.375,0.5294117647058824,0.5797101449275363,0.46296296296296297,0.573170731707317,0.4331983805668016,,0.05,0.06451612903225806,0.07692307692307693,0.019230769230769232,,16.60612350804359,0.5454545454545454,0.10606060606060606,,0.06851851851851852,0.010471204188481676,0.0845771144278607,0.024489795918367346,0.0728744939271255,0.014669926650366748,0.009009009009009009,0.03225806451612903,,0.03571428571428571,,0.05339805825242718,0.044642857142857144,0.0945945945945946,0.08843537414965986,0.07407407407407407,0.008130081300813009,0.6,0.25101214574898784,0.6612903225806451,0.7068965517241379,0.4146341463414634,0.10526315789473684,0.46153846153846156,0.5,,0.21052631578947367,0.3076923076923077,0.3137254901960784,0.375,0.21862348178137653,0.48148148148148145,0.48148148148148145,0.9615384615384616,0.2145748987854251,0.2830188679245283,0.2830188679245283,0.6666666666666666,0.20833333333333334,0.8,,0.25,0.3333333333333333,1.0,0.16666666666666666,,,0.20588235294117646,0.7142857142857143,0.20588235294117646,0.5,0.23529411764705882,0.3125,0.6842105263157895,0.28846153846153844,0.5223605691056912,0.47856315789473686,0.5163411764705881,0.10486891385767791,0.15822784810126583,0.027522935779816515,0.078125,0.29375,9.330000000000002,24.261682242990656,0.29699469652327637,2.0,,,,,,False,,,,
2734,1610612751,Devin Harris,Devin Harris,2734,NJN,94863.0,1581,-104,3017,3018,622.0,641,349,6035,135,246,2.0,5,29.0,55.0,33.0,72.0,72.0,159,6.0,10.0,,1.0,2.0,3.0,34.0,118.0,1.0,8.0,8.0,32.0,240,477,40.0,128.0,308,908,3430,10.0,20,1.0,9.0,14.0,37.0,52.0,101.0,10.0,35.0,102.0,236.0,100,380.0,63.0,57.0,,2.0,115.0,33.0,50.0,1.0,194.0,94.0,288.0,55.0,39.0,110.0,19.0,65.0,670.0,1.0,11,2.0,26.0,94,3.0,123,14,137,2.0,69.0,28.0,41.0,86.0,11.0,45.0,38.0,6.0,41.0,6.0,124.0,2.0,33.0,51.0,101.0,2.0,10.0,288,4.0,21.0,379,39.0,,18.0,167,4.0,27.0,9.0,5.0,2.0,2.0,10.0,3.0,1.0,236.0,622.0,12.0,23.0,0.20833333333333334,0.20833333333333334,0.525,0.3125,0.1111111111111111,0.2857142857142857,0.30952380952380953,0.5031446540880503,0.5,0.5148514851485149,0.49586776859504134,0.39655172413793105,0.49264705882352944,0.5844240837696335,0.5138888888888888,0.6020942408376964,0.2115702479338843,0.0078125,0.10482180293501048,0.15040650406504066,0.125,0.025157232704402517,,25.769007544979686,0.6935483870967742,0.031578947368421054,0.025,0.09279368213228036,0.01049618320610687,0.07807807807807808,0.002506265664160401,0.08915304606240713,0.0082930200414651,0.014251781472684086,0.0044444444444444444,0.009950248756218905,0.0034482758620689655,,0.09037900874635568,0.09205020920502092,0.0951276102088167,0.07692307692307693,0.08139534883720931,0.007407407407407408,0.3,0.4066115702479339,0.5487804878048781,0.645933014354067,0.2962962962962963,0.11900826446280992,0.4583333333333333,0.5238095238095238,0.15151515151515152,0.2628099173553719,0.4528301886792453,0.4645161290322581,0.06944444444444445,0.01652892561983471,0.6,0.6,1.0,0.19504132231404958,0.288135593220339,0.2905982905982906,0.4411764705882353,0.1724137931034483,0.4,0.5,0.034482758620689655,,,0.27586206896551724,0.125,1.0,0.40441176470588236,0.5272727272727272,0.022058823529411766,0.6666666666666666,0.23529411764705882,0.25,0.6181818181818182,0.28695652173913044,0.5283556478405317,0.46400208333333337,0.5145342105263159,0.23202170963364993,0.27603305785123966,0.030303030303030304,0.040748898678414094,0.2599118942731278,7.564779874213838,25.79921875,0.20616506463374212,1.0,,,,1.0,,False,1.0,0.00847457627118644,1.0,1.0
