EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,HeaveAttempts,Corner3Assists,FTOffRebounds,Travels,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,HeaveMakes,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,on
2239,1610612741,Trenton Hassell,Trenton Hassell,2239,CHI,69123.0,1152,-152,2148,2139,679,727,265,4287,42,67,11.0,19.0,11.0,18.0,12.0,36.0,45.0,107,6.0,19.0,2.0,3.0,,6.0,26.0,62.0,3.0,8.0,7.0,21.0,99,210,32.0,81.0,54,348,2338,15.0,28,5.0,11.0,12.0,57.0,29.0,50,7.0,27.0,23.0,102.0,132,66.0,93.0,3.0,16.0,60.0,26.0,13.0,76.0,7.0,83.0,6.0,26.0,15.0,35.0,173.0,4.0,26.0,24.0,67,1.0,92,31,123,2.0,31.0,19.0,12.0,35.0,6.0,25.0,16.0,10.0,51.0,4.0,15.0,39.0,95,3.0,3.0,68,6.0,,28,9.0,23.0,9.0,6.0,8.0,23.0,12.0,,102.0,679,22.0,0.6666666666666666,0.7252747252747253,0.96875,0.3950617283950617,0.45454545454545453,0.25925925925925924,0.4050632911392405,0.4714285714285714,0.5357142857142857,0.58,0.5051546391752577,0.5769230769230769,0.512987012987013,0.5403726708074534,0.6195652173913043,0.5604395604395604,0.27835051546391754,0.06190476190476191,0.1044776119402985,0.16666666666666666,,15.097402597402597,0.6862745098039216,0.01098901098901099,0.08909574468085106,0.03002309468822171,0.125,0.024844720496894408,0.09639830508474577,0.029211295034079845,0.04838709677419355,0.0136986301369863,0.02756892230576441,0.024390243902439025,0.07511737089201878,0.06349206349206349,0.11142857142857143,0.10884353741496598,0.17777777777777778,0.014084507042253521,0.5217391304347826,0.23024054982817868,0.6268656716417911,0.7,0.5952380952380952,0.12371134020618557,0.3333333333333333,0.4,0.6666666666666666,0.36769759450171824,0.4205607476635514,0.4205607476635514,0.7333333333333333,0.06529209621993128,0.3157894736842105,0.3333333333333333,1.0,0.21305841924398625,0.41935483870967744,0.41935483870967744,0.9615384615384616,0.48717948717948717,0.5789473684210527,0.07692307692307693,0.6666666666666666,1.0,0.20512820512820512,0.375,1.0,0.23376623376623376,0.6111111111111112,0.07792207792207792,,0.2727272727272727,0.3333333333333333,0.5085910652920962,0.43333333333333335,0.4805422145328719,0.5160367647058824,0.4729573333333333,0.08945686900958466,0.1206896551724138,0.16379310344827586,0.29310344827586204,11.167619047619045,25.714814814814815,0.3161080074487896,3.0,2.0,1.0,1.0,1.0,,,,,,0.013513513513513514,0.02631578947368421,0.2727272727272727,,,,,1.0,0.012345679012345678,0.05263157894736842,,True
697,1610612741,Fred Hoiberg,Fred Hoiberg,697,CHI,43468.0,724,-135,1343,1331,324,354,170,2674,14,26,2.0,5.0,5.0,6.0,3.0,6.0,27.0,55,1.0,8.0,,1.0,,1.0,13.0,43.0,3.0,10.0,4.0,12.0,44,87,14.0,51.0,29,159,1442,6.0,12,3.0,11.0,1.0,22.0,9.0,17,4.0,13.0,12.0,42.0,70,18.0,42.0,,6.0,43.0,13.0,9.0,65.0,11.0,76.0,8.0,23.0,11.0,31.0,163.0,5.0,8.0,19.0,70,6.0,95,14,109,1.0,35.0,16.0,19.0,12.0,1.0,9.0,2.0,3.0,14.0,1.0,3.0,27.0,51,,1.0,38,1.0,5.0,13,4.0,2.0,1.0,,1.0,2.0,1.0,,42.0,324,9.0,0.7954545454545454,0.8536585365853658,1.0,0.27450980392156865,0.2727272727272727,0.3076923076923077,0.27450980392156865,0.5057471264367817,0.5,0.5294117647058824,0.47101449275362317,0.45652173913043476,0.5,0.5,0.45652173913043476,0.527027027027027,0.3695652173913043,0.10344827586206896,0.23076923076923078,0.16666666666666666,0.03636363636363636,10.859728506787329,0.8571428571428571,0.125,0.14925373134328357,0.015209125475285171,0.14960629921259844,0.04032258064516129,0.1493288590604027,0.02,0.027210884353741496,0.007462686567164179,0.012244897959183673,0.050505050505050504,0.12686567164179105,0.1504424778761062,0.16216216216216217,0.15306122448979592,0.13793103448275862,0.014084507042253521,0.5,0.18840579710144928,0.5384615384615384,0.7,0.5714285714285714,0.043478260869565216,0.5,0.6,0.3333333333333333,0.39855072463768115,0.4909090909090909,0.5094339622641509,0.9629629629629629,0.057971014492753624,0.125,0.125,1.0,0.3115942028985507,0.3023255813953488,0.3023255813953488,1.0,0.21739130434782608,0.4,0.043478260869565216,,,0.43478260869565216,0.3,1.0,0.2,0.8333333333333334,0.03333333333333333,,0.4,0.3333333333333333,0.5579710144927537,0.3023255813953488,0.4975539855072462,0.49757499999999993,0.5203733333333334,0.08666666666666667,0.13131313131313133,0.13836477987421383,0.2641509433962264,12.549425287356325,25.035294117647062,0.24125093075204765,,,3.0,1.0,,,,,,,0.017857142857142856,,,,,,,,,,,True
2369,1610612741,Norman Richardson,Norman Richardson,2369,CHI,2368.0,39,-23,68,72,10,6,6,140,1,2,,1.0,,,,1.0,2.0,4,1.0,3.0,,,,,1.0,1.0,,,,,3,7,2.0,4.0,2,14,85,,1,,,,,,1,,,,,4,2.0,6.0,,,1.0,1.0,,,,,,,,,,1.0,,,1,,1,1,2,1.0,,,,2.0,1.0,2.0,1.0,,3.0,1.0,,2.0,4,,,4,,,2,,,,,,,,,,10,,0.6666666666666666,0.6666666666666666,1.0,0.5,,,0.5,0.42857142857142855,,,0.5454545454545454,,,0.5384615384615384,,,0.36363636363636365,,,,,20.77922077922078,0.6666666666666666,,0.030303030303030304,,,0.2,0.025,0.03225806451612903,,,,,,,0.06666666666666667,,,0.16666666666666666,,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,,,,0.36363636363636365,0.5,0.5,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,0.5454545454545454,1.0,0.47708636363636364,0.4547,0.3334,0.15384615384615385,0.2222222222222222,,,13.328571428571426,24.675,0.14705882352941177,,,,,,,,,,,,0.5,,,,,,,,,,True
1500,1610612741,Ron Mercer,Ron Mercer,1500,CHI,45986.0,766,-170,1459,1447,478,479,181,2906,29,62,4.0,10.0,7.0,15.0,14.0,41.0,95.0,224,2.0,6.0,,1.0,1.0,2.0,9.0,28.0,1.0,2.0,7.0,16.0,138,327,11.0,34.0,45,354,1534,11.0,31,1.0,3.0,1.0,26.0,41.0,102,8.0,18.0,22.0,128.0,188,88.0,33.0,,6.0,28.0,9.0,10.0,44.0,13.0,57.0,12.0,15.0,6.0,23.0,127.0,3.0,19.0,12.0,42,2.0,56,23,79,9.0,15.0,13.0,2.0,21.0,5.0,16.0,21.0,5.0,42.0,1.0,11.0,19.0,50,3.0,4.0,59,3.0,4.0,24,5.0,7.0,2.0,3.0,2.0,7.0,6.0,,128.0,478,11.0,0.6811594202898551,0.6962962962962963,1.0,0.3235294117647059,0.3333333333333333,0.4444444444444444,0.3235294117647059,0.42201834862385323,0.3548387096774194,0.4019607843137255,0.4279778393351801,0.36764705882352944,0.44166666666666665,0.45348837209302323,0.37142857142857144,0.4774436090225564,0.09418282548476455,0.03058103975535168,0.0967741935483871,0.07317073170731707,0.004464285714285714,25.490196078431374,0.5,0.031746031746031744,0.0825147347740668,0.030595813204508857,0.08695652173913043,0.028846153846153848,0.08346213292117466,0.030344827586206897,0.03932584269662921,0.029197080291970802,0.026143790849673203,0.036585365853658534,0.046511627906976744,0.07534246575342465,0.10683760683760683,0.06666666666666667,0.15151515151515152,0.046875,0.8571428571428571,0.17174515235457063,0.46774193548387094,0.5178571428571429,0.5172413793103449,0.11357340720221606,0.34146341463414637,0.3684210526315789,0.6428571428571429,0.6204986149584487,0.42410714285714285,0.4260089686098655,0.7368421052631579,0.01662049861495845,0.3333333333333333,0.3333333333333333,1.0,0.07756232686980609,0.32142857142857145,0.3333333333333333,1.0,0.29411764705882354,0.4,0.029411764705882353,,,0.058823529411764705,0.5,1.0,0.125,0.4666666666666667,0.016666666666666666,0.5,0.13333333333333333,0.4375,0.2659279778393352,0.32142857142857145,0.4354235457063711,0.46678225806451606,0.41701916666666666,0.06282722513089005,0.06896551724137931,0.07344632768361582,0.3615819209039548,13.717125382263,25.07941176470589,0.3276216586703221,7.0,,1.0,1.0,3.0,,,,,,0.0196078431372549,,,,,,,1.0,0.029411764705882353,,0.03571428571428571,True
1563,1610612741,Kevin Ollie,Kevin Ollie,1563,CHI,33563.0,559,-83,1044,1045,313,342,124,2089,22,47,2.0,4.0,8.0,15.0,4.0,16.0,18.0,59,,1.0,,,,1.0,,,,,,,44,122,,1.0,55,143,1053,3.0,7,,,1.0,7.0,13.0,33,,1.0,26.0,52.0,50,38.0,,,2.0,,,7.0,80.0,12.0,92.0,12.0,28.0,8.0,44.0,196.0,1.0,8.0,10.0,43,2.0,55,9,64,1.0,21.0,13.0,8.0,28.0,6.0,24.0,15.0,4.0,43.0,4.0,11.0,12.0,37,1.0,5.0,65,7.0,2.0,29,6.0,1.0,1.0,,,1.0,,,52.0,313,7.0,0.5681818181818182,0.5813953488372093,,,,,,0.36065573770491804,0.42857142857142855,0.3939393939393939,0.35772357723577236,0.42857142857142855,0.38235294117647056,0.4735099337748344,0.5,0.5531914893617021,0.008130081300813009,0.05737704918032787,0.14893617021276595,,,16.220735785953178,0.6511627906976745,0.044444444444444446,0.10723192019950124,0.017857142857142856,0.10416666666666667,0.015873015873015872,0.10663983903420524,0.01761252446183953,0.023255813953488372,0.020202020202020204,0.013636363636363636,0.018518518518518517,0.08035714285714286,0.10101010101010101,0.12631578947368421,0.08333333333333333,0.16666666666666666,0.014492753623188406,,0.3821138211382114,0.46808510638297873,0.55,0.45454545454545453,0.13008130081300814,0.25,0.25,0.25,0.4796747967479675,0.3050847457627119,0.3050847457627119,0.7777777777777778,0.008130081300813009,,,,,,,,0.5714285714285714,0.5,,,,,,,0.4411764705882353,0.5333333333333333,0.029411764705882353,,,,0.3902439024390244,,0.47177601626016247,0.5555333333333333,0.4794132352941176,0.2,0.2013888888888889,0.04895104895104895,0.36363636363636365,10.276229508196721,22.6,0.2998084291187739,1.0,,,,1.0,,,,,1.0,,,0.5,,1.0,,,,,,,True
1802,1610612741,Brad Miller,Brad Miller,1802,CHI,35481.0,591,-101,1098,1089,346,294,163,2187,49,88,17.0,37.0,13.0,33.0,11.0,37.0,14.0,29,,,,,,,,,,,,,74,154,,,77,225,1205,20.0,44,,,25.0,65.0,20.0,48,,,41.0,81.0,78,70.0,,,32.0,,,23.0,44.0,4.0,48.0,4.0,16.0,6.0,22.0,100.0,11.0,69.0,15.0,56,12.0,83,81,164,8.0,28.0,22.0,6.0,17.0,1.0,12.0,10.0,5.0,27.0,8.0,8.0,41.0,75,6.0,3.0,97,13.0,,38,17.0,13.0,8.0,,5.0,13.0,9.0,,81.0,346,10.0,0.527027027027027,0.6724137931034483,,,,,,0.4805194805194805,0.45454545454545453,0.4166666666666667,0.4805194805194805,0.45454545454545453,0.4166666666666667,0.5739795918367347,0.5603448275862069,0.5704225352112676,,0.14935064935064934,0.14772727272727273,0.21621621621621623,0.06896551724137931,17.14066102997694,0.6296296296296297,0.3,0.15013404825737264,0.14435146443514643,0.14423076923076922,0.12941176470588237,0.1488469601677149,0.14209591474245115,0.20567375886524822,0.125,0.11483253588516747,0.12857142857142856,0.1619047619047619,0.19,0.11904761904761904,0.15476190476190477,0.1,0.14035087719298245,0.6923076923076923,0.5714285714285714,0.5568181818181818,0.6533333333333333,0.5102040816326531,0.24025974025974026,0.2972972972972973,0.3793103448275862,0.2727272727272727,0.18831168831168832,0.4827586206896552,0.5185185185185185,0.7857142857142857,,,,,,,,,0.8409090909090909,0.4594594594594595,,,,,,,0.6875,0.3939393939393939,,,,,0.5714285714285714,,0.487962987012987,0.5509619047619049,0.5073520833333333,0.2122905027932961,0.2122905027932961,0.28888888888888886,0.36,5.320129870129869,,0.3151183970856102,5.0,,,1.0,1.0,,,,,,0.02857142857142857,0.13333333333333333,0.11764705882352941,,,,,,,,,True
1897,1610612741,Metta World Peace,Metta World Peace,1897,CHI,22314.0,372,-33,716,707,178,198,82,1423,21,45,3.0,9.0,2.0,13.0,9.0,18.0,14.0,40,2.0,5.0,1.0,1.0,,,14.0,35.0,3.0,4.0,3.0,5.0,44,103,16.0,40.0,35,171,715,4.0,14,4.0,5.0,3.0,23.0,8.0,28,3.0,5.0,8.0,33.0,40,48.0,42.0,6.0,4.0,35.0,14.0,10.0,20.0,9.0,29.0,9.0,9.0,1.0,10.0,67.0,2.0,13.0,11.0,22,4.0,37,18,55,3.0,37.0,17.0,20.0,8.0,3.0,4.0,20.0,4.0,28.0,3.0,8.0,11.0,60,5.0,9.0,56,4.0,,27,3.0,8.0,5.0,,3.0,8.0,4.0,2.0,33.0,178,13.0,0.45454545454545453,0.47619047619047616,0.875,0.4,0.8,0.6,0.4,0.42718446601941745,0.2857142857142857,0.2857142857142857,0.4755244755244755,0.5263157894736842,0.3787878787878788,0.5059171597633136,0.5476190476190477,0.38372093023255816,0.27972027972027974,0.0970873786407767,0.17777777777777778,0.1111111111111111,,23.965936739659366,0.2857142857142857,0.13793103448275862,0.09016393442622951,0.044673539518900345,0.15714285714285714,0.028985507246376812,0.10509554140127389,0.041666666666666664,0.06521739130434782,,0.051470588235294115,0.017543859649122806,0.07352941176470588,0.12121212121212122,0.08181818181818182,0.1568627450980392,0.15789473684210525,0.0410958904109589,0.5,0.3146853146853147,0.4666666666666667,0.5675675675675675,0.38095238095238093,0.1258741258741259,0.5,0.5625,0.3333333333333333,0.27972027972027974,0.35,0.35,0.6428571428571429,0.03496503496503497,0.4,0.4,1.0,0.24475524475524477,0.4,0.4,0.8571428571428571,0.47368421052631576,0.3333333333333333,0.05263157894736842,1.0,1.0,0.21052631578947367,0.75,0.6666666666666666,0.3939393939393939,0.15384615384615385,,,0.15151515151515152,0.6,0.5944055944055944,0.4,0.4832066433566436,0.48989473684210527,0.46121666666666666,0.16265060240963855,0.21428571428571427,0.13450292397660818,0.19298245614035087,8.915533980582524,25.120000000000005,0.24860335195530725,6.0,,,3.0,1.0,,,,,1.0,0.08108108108108109,0.08333333333333333,,,,,,,,,,True
21,1610612741,Greg Anthony,Greg Anthony,21,CHI,26534.0,442,-97,833,832,266,250,108,1665,10,20,1.0,3.0,2.0,6.0,6.0,25.0,16.0,39,,4.0,,,,1.0,16.0,42.0,,4.0,4.0,17.0,32,84,16.0,46.0,24,136,939,6.0,13,,4.0,,12.0,7.0,22,4.0,18.0,12.0,38.0,34,30.0,45.0,3.0,2.0,42.0,16.0,6.0,89.0,14.0,103.0,8.0,36.0,11.0,42.0,220.0,,12.0,7.0,22,4.0,33,12,45,4.0,15.0,8.0,7.0,19.0,5.0,16.0,10.0,3.0,29.0,1.0,8.0,15.0,33,2.0,,32,,6.0,8,5.0,3.0,1.0,,2.0,3.0,2.0,,38.0,266,4.0,0.53125,0.5483870967741935,0.9375,0.34782608695652173,,0.2222222222222222,0.34782608695652173,0.38095238095238093,0.46153846153846156,0.3181818181818182,0.4307692307692308,0.35294117647058826,0.325,0.45454545454545453,0.35294117647058826,0.3804347826086957,0.35384615384615387,0.07142857142857142,0.2,0.08,,17.805383022774325,0.6551724137931034,0.10526315789473684,0.07665505226480836,0.034782608695652174,0.08641975308641975,,0.07880434782608696,0.029925187032418952,0.043010752688172046,0.021739130434782608,0.0375,,0.06493506493506493,0.047619047619047616,0.10317460317460317,0.07936507936507936,0.1111111111111111,0.0547945205479452,0.6666666666666666,0.15384615384615385,0.5,0.625,0.4,0.19230769230769232,0.24,0.2608695652173913,0.5,0.3,0.41025641025641024,0.41025641025641024,0.625,0.03076923076923077,,,,0.3230769230769231,0.38095238095238093,0.38095238095238093,0.9375,0.17647058823529413,0.3333333333333333,,,,0.23529411764705882,,,0.15,0.3333333333333333,0.025,,0.425,0.23529411764705882,0.5076923076923077,0.38095238095238093,0.472331007751938,0.4631100000000001,0.4765037500000001,0.057971014492753624,0.08695652173913043,0.08823529411764706,0.27941176470588236,11.326190476190478,33.14347826086957,0.31932773109243695,3.0,,6.0,,,,,,,,,,,,,,,,,,,True
147,1610612741,Jalen Rose,Jalen Rose,147,CHI,38771.0,646,-128,1226,1236,239,310,153,2462,29,42,,1.0,9.0,10.0,36.0,77.0,64.0,142,6.0,20.0,,2.0,,3.0,15.0,37.0,2.0,2.0,1.0,6.0,129,261,21.0,57.0,66,387,1376,8.0,21,2.0,4.0,2.0,24.0,26.0,41,1.0,9.0,18.0,73.0,138,120.0,60.0,3.0,4.0,37.0,15.0,12.0,74.0,12.0,86.0,10.0,44.0,9.0,21.0,184.0,,6.0,11.0,39,1.0,51,6,57,1.0,19.0,11.0,8.0,29.0,14.0,20.0,24.0,9.0,53.0,3.0,12.0,21.0,51,2.0,5.0,73,4.0,3.0,32,5.0,7.0,3.0,1.0,3.0,7.0,6.0,,73.0,239,7.0,0.5348837209302325,0.5433070866141733,0.9523809523809523,0.3684210526315789,0.5,0.1111111111111111,0.3684210526315789,0.4942528735632184,0.38095238095238093,0.6341463414634146,0.5047169811320755,0.44,0.55,0.5484330484330484,0.4444444444444444,0.6083333333333333,0.1792452830188679,0.04597701149425287,0.09523809523809523,0.09090909090909091,0.007042253521126761,28.857142857142858,0.5471698113207547,0.02857142857142857,0.08125,0.01263157894736842,0.1,,0.0847457627118644,0.01048951048951049,0.006756756756756757,0.00847457627118644,0.019138755980861243,,0.03164556962025317,0.07758620689655173,0.12135922330097088,0.09210526315789473,0.11764705882352941,0.006535947712418301,0.8571428571428571,0.1320754716981132,0.6904761904761905,0.7631578947368421,0.5172413793103449,0.24213836477987422,0.4675324675324675,0.5142857142857142,0.4444444444444444,0.44654088050314467,0.4507042253521127,0.45390070921985815,0.59375,0.06289308176100629,0.3,0.3,0.8333333333333334,0.11635220125786164,0.40540540540540543,0.40540540540540543,1.0,0.04,,0.08,,,0.08,1.0,1.0,0.2,0.9,0.06,,0.12,0.16666666666666666,0.3113207547169811,0.40540540540540543,0.4511908517350156,0.4273547619047618,0.45691122448979593,0.09248554913294797,0.11072664359861592,0.06201550387596899,0.18863049095607234,12.727586206896552,25.070175438596486,0.19494290375203915,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,False
1944,1610612741,Eddie Robinson,Eddie Robinson,1944,CHI,27763.0,463,-98,884,884,211,209,104,1768,30,44,5.0,8.0,5.0,8.0,18.0,48.0,33.0,90,1.0,1.0,,,,,1.0,3.0,,,1.0,2.0,81,182,2.0,4.0,29,197,968,15.0,24,,,2.0,32.0,18.0,35,1.0,2.0,13.0,52.0,114,48.0,6.0,,14.0,3.0,1.0,8.0,24.0,2.0,26.0,1.0,13.0,1.0,10.0,54.0,4.0,15.0,12.0,26,2.0,40,19,59,6.0,16.0,15.0,1.0,15.0,2.0,10.0,7.0,5.0,22.0,1.0,3.0,16.0,26,,1.0,39,3.0,,19,2.0,8.0,6.0,1.0,1.0,9.0,7.0,2.0,52.0,211,1.0,0.7037037037037037,0.7702702702702703,1.0,0.5,,0.5,0.5,0.44505494505494503,0.625,0.5142857142857142,0.45161290322580644,0.625,0.527027027027027,0.48284313725490197,0.6153846153846154,0.6046511627906976,0.021505376344086023,0.04395604395604396,0.022727272727272728,0.125,0.011111111111111112,22.35410484668645,0.6818181818181818,0.06060606060606061,0.08873720136518772,0.0391644908616188,0.12903225806451613,0.08888888888888889,0.09844559585492228,0.04439252336448598,0.06593406593406594,0.00980392156862745,0.042105263157894736,0.10526315789473684,0.08247422680412371,0.07407407407407407,0.10434782608695652,0.1388888888888889,0.09523809523809523,0.06382978723404255,0.7777777777777778,0.23655913978494625,0.6818181818181818,0.6976744186046512,0.6666666666666666,0.25806451612903225,0.375,0.42857142857142855,0.6666666666666666,0.4838709677419355,0.36666666666666664,0.3707865168539326,0.7575757575757576,0.005376344086021506,1.0,1.0,1.0,0.016129032258064516,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.625,,,,,,,0.21621621621621623,0.625,,,0.05405405405405406,0.5,0.25806451612903225,0.3333333333333333,0.46867567567567553,0.4800095238095239,0.4710861111111111,0.09405940594059406,0.09595959595959595,0.16243654822335024,0.2639593908629442,11.228571428571431,27.15,0.23868778280542988,2.0,,1.0,,,1.0,1.0,,,,,,0.2,,,,,,,,,False
2037,1610612741,Jamal Crawford,Jamal Crawford,2037,CHI,17524.0,292,-76,555,551,91,130,68,1106,3,8,,,,1.0,12.0,17.0,29.0,59,4.0,6.0,,2.0,2.0,3.0,9.0,24.0,1.0,1.0,2.0,5.0,44,84,13.0,30.0,8,135,630,4.0,4,1.0,3.0,,11.0,9.0,18,4.0,8.0,2.0,32.0,24,64.0,33.0,6.0,4.0,24.0,9.0,1.0,25.0,6.0,31.0,6.0,12.0,3.0,10.0,68.0,,4.0,2.0,14,,16,4,20,1.0,12.0,11.0,1.0,12.0,5.0,8.0,9.0,4.0,21.0,2.0,4.0,8.0,12,,,10,2.0,,6,,2.0,,2.0,,2.0,1.0,,32.0,91,1.0,0.2727272727272727,0.2857142857142857,0.8461538461538461,0.43333333333333335,0.3333333333333333,0.5,0.43333333333333335,0.5238095238095238,1.0,0.5,0.5570175438596491,0.7857142857142857,0.5769230769230769,0.5720338983050848,0.7857142857142857,0.5714285714285714,0.2631578947368421,0.011904761904761904,,,0.01694915254237288,22.063492063492063,0.5714285714285714,,0.0660377358490566,0.019138755980861243,0.041666666666666664,,0.06153846153846154,0.015810276679841896,,0.02040816326530612,0.02654867256637168,,0.09523809523809523,0.1111111111111111,0.021052631578947368,0.02857142857142857,0.07692307692307693,0.01818181818181818,0.5,0.07017543859649122,0.375,0.375,0.3333333333333333,0.14912280701754385,0.7058823529411765,0.7058823529411765,0.4166666666666667,0.5175438596491229,0.4915254237288136,0.5,0.20689655172413793,0.05263157894736842,0.6666666666666666,0.6666666666666666,1.0,0.21052631578947367,0.375,0.375,0.7777777777777778,,,0.2857142857142857,,,0.14285714285714285,1.0,1.0,0.038461538461538464,,0.11538461538461539,0.6666666666666666,0.19230769230769232,0.4,0.3333333333333333,0.375,0.448623245614035,0.48085,0.43724615384615384,0.05084745762711865,0.06818181818181818,0.08148148148148149,0.23703703703703705,14.969047619047624,25.220000000000002,0.16396396396396395,3.0,,,,,,,,,2.0,,,,,,,,,,,,False
