EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceFtPoints,Arc3Assists,SecondChanceCorner3Frequency,PtsUnassisted3s,HeaveAttempts,Loose Ball Fouls,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,Clear Path Fouls,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,BlockedArc3
1885,1610612746,Lamar Odom,Lamar Odom,1885,LAC,8398.0,140,-20,260,258,66.0,75,27,518,10.0,15.0,3.0,4.0,2.0,3.0,7.0,18.0,6.0,16.0,,,,3.0,9.0,,1.0,1.0,1.0,23,49,3.0,9.0,10.0,65,278,5.0,7.0,,1.0,10.0,4.0,9.0,1.0,1.0,4.0,15.0,12.0,34.0,3.0,6.0,9.0,3.0,3.0,20.0,5.0,25.0,1.0,7.0,5.0,8.0,55.0,,5.0,4.0,18.0,24.0,5.0,29.0,,5.0,3.0,2.0,5.0,1.0,3.0,8.0,2.0,13.0,2.0,2.0,7.0,14,3.0,14.0,,4.0,2.0,15.0,66.0,,0.2608695652173913,0.3,0.3333333333333333,0.3333333333333333,,1.0,0.3333333333333333,0.46938775510204084,0.7142857142857143,0.4444444444444444,0.47413793103448276,0.625,0.55,0.5078125,0.625,0.5769230769230769,0.15517241379310345,0.061224489795918366,0.06666666666666667,26.279863481228666,0.38461538461538464,0.14516129032258066,0.04672897196261682,0.14285714285714285,,0.14473684210526316,0.03875968992248062,0.05,0.023809523809523808,,0.16666666666666666,0.12,0.15789473684210525,0.08333333333333333,,0.25862068965517243,0.6666666666666666,0.7142857142857143,0.2,0.3103448275862069,0.3888888888888889,0.4375,0.27586206896551724,0.375,0.375,0.3333333333333333,,,,,0.15517241379310345,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.75,0.125,,,0.3,0.6666666666666666,,0.1,1.0,0.41379310344827586,0.3333333333333333,0.4564491379310345,0.48955,0.46138499999999993,0.08064516129032258,0.07692307692307693,0.15384615384615385,0.23076923076923078,8.99387755102041,25.98888888888889,0.25384615384615383,2.0,,3.0,1.0,5.0,2.0,3.0,5.0,3.0,0.1111111111111111,0.2,0.08,0.6,0.2857142857142857,,,4.0,,6.0,,1.0,,,,,,2.0,,,0.5,,,,,,,,,,,,,,,1.0,0.1,True,
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,2610.0,44,16,86,87,10.0,20,11,173,1.0,2.0,,,,,1.0,3.0,2.0,7.0,,1.0,,2.0,3.0,,1.0,1.0,2.0,4,12,2.0,4.0,3.0,17,72,,,,1.0,,,,1.0,2.0,,3.0,2.0,6.0,6.0,,3.0,2.0,,1.0,1.0,2.0,,,,1.0,5.0,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,,2.0,5,,4.0,,2.0,,3.0,10.0,1.0,0.25,0.25,1.0,0.5,,0.5,0.5,0.3333333333333333,,,0.4375,,0.75,0.4722222222222222,,0.75,0.25,,,22.0,0.5,,,,,,,,,,,,,,,0.125,0.5,0.5,1.0,0.1875,0.3333333333333333,0.3333333333333333,0.4375,0.2857142857142857,0.2857142857142857,,0.0625,,,,0.1875,0.6666666666666666,0.6666666666666666,1.0,,,1.0,,,,,,1.0,0.5,0.375,0.6666666666666666,0.4777656250000001,0.42015,0.49822500000000003,0.1111111111111111,0.14285714285714285,,0.17647058823529413,11.924999999999999,24.775,0.11627906976744186,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
77,1610612746,Doug Overton,Doug Overton,77,LAC,2485.0,41,-18,77,79,23.0,28,10,156,2.0,4.0,,,1.0,2.0,1.0,2.0,1.0,3.0,,2.0,,2.0,9.0,,1.0,1.0,2.0,4,9,2.0,11.0,2.0,16,83,,1.0,,1.0,,2.0,3.0,1.0,2.0,1.0,8.0,2.0,6.0,6.0,,9.0,2.0,1.0,5.0,1.0,6.0,,2.0,1.0,2.0,13.0,1.0,,,2.0,2.0,1.0,3.0,,1.0,,1.0,,3.0,,4.0,,4.0,,2.0,2.0,3,1.0,3.0,,1.0,1.0,8.0,23.0,,0.25,0.25,1.0,0.18181818181818182,,0.5,0.18181818181818182,0.4444444444444444,,0.6666666666666666,0.35,,0.7,0.38095238095238093,,0.6666666666666666,0.55,0.1111111111111111,0.25,29.069767441860467,,0.07407407407407407,,,0.09090909090909091,0.06666666666666667,0.027777777777777776,,,0.1111111111111111,,,0.15384615384615385,,,0.2,0.5,0.6666666666666666,,0.1,0.5,0.5,0.15,0.3333333333333333,0.3333333333333333,1.0,0.1,,,,0.45,0.2222222222222222,0.2222222222222222,1.0,,,0.5,,,0.4,0.5,,0.4,0.5,0.75,0.2222222222222222,0.48652999999999996,0.34197500000000003,0.43556999999999996,0.05,0.1111111111111111,,0.5,9.233333333333333,25.763636363636362,0.2987012987012987,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1942,1610612746,Harold Jamison,Harold Jamison,1942,LAC,791.0,13,-8,22,24,,5,2,46,2.0,2.0,,,,,,1.0,,,,,,,,,,,,2,3,,,1.0,5,27,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,3.0,3,,1.0,,1.0,,,,,0.5,0.5,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.8333333333333334,,,,,,16.666666666666668,1.0,0.125,,,,0.08333333333333333,,,,,,,0.3333333333333333,,,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5072,,,0.3333333333333333,0.3333333333333333,,,1.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1918,1610612746,Obinna Ekezie,Obinna Ekezie,1918,LAC,1880.0,31,18,56,56,28.0,12,9,112,,2.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,1,4,,,8.0,10,44,,2.0,,,1.0,,2.0,,,4.0,4.0,2.0,,,,,,1.0,,1.0,1.0,,,,,3.0,,4.0,,5.0,5.0,4.0,9.0,,,,,,,,,,,,,1.0,2,,12.0,,3.0,3.0,4.0,28.0,,1.0,1.0,,,,,,0.25,,,0.25,,,0.5,0.16666666666666666,0.4,,0.25,,14.285714285714286,,0.20833333333333334,0.14285714285714285,,,0.15625,0.10810810810810811,0.08333333333333333,0.14285714285714285,,,0.16666666666666666,0.3333333333333333,,,0.5,,,,0.5,0.5,1.0,,,,,,,,,,,,,0.5,,,,,0.5,,,,,0.5,,0.35955000000000004,0.37355,0.28300000000000003,0.42857142857142855,0.42857142857142855,0.1,0.4,3.0500000000000003,,0.5,,,,,2.0,2.0,,2.0,1.0,0.5,,0.2222222222222222,0.5,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
695,1610612746,Eldridge Recasner,Eldridge Recasner,695,LAC,591.0,10,-1,19,19,10.0,3,2,38,,,,,,,,1.0,1.0,2.0,,,,,1.0,,,,1.0,1,3,,1.0,,2,19,,1.0,,,,,,,1.0,,,,2.0,,,1.0,,1.0,1.0,1.0,2.0,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,1.0,1,,,,,,,10.0,,,,,,,,,0.3333333333333333,,,0.25,,,0.25,,,0.25,0.3333333333333333,,18.181818181818183,,,,,,,,,,,,,,,,,,,,0.25,,,0.5,0.5,0.5,,,,,,0.25,,,,,,,,,,,,1.0,,0.25,,0.446725,0.463,0.5487,,,,,12.866666666666667,24.0,0.5263157894736842,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
15,1610612746,Eric Piatkowski,Eric Piatkowski,15,LAC,93042.0,1551,-14,2926,2915,640.0,461,418,5841,40.0,68.0,7.0,17.0,12.0,22.0,16.0,49.0,35.0,98.0,20.0,38.0,8.0,81.0,171.0,10.0,17.0,14.0,28.0,91,215,101.0,209.0,90.0,575,3136,14.0,41.0,14.0,22.0,74.0,23.0,44.0,18.0,36.0,30.0,130.0,112.0,70.0,285.0,8.0,171.0,81.0,13.0,96.0,6.0,102.0,,35.0,45.0,16.0,210.0,10.0,27.0,24.0,106.0,130.0,37.0,167.0,9.0,36.0,18.0,18.0,32.0,10.0,25.0,25.0,7.0,57.0,9.0,19.0,56.0,105,7.0,101.0,37.0,26.0,6.0,130.0,640.0,14.0,0.6153846153846154,0.6436781609195402,0.9405940594059405,0.48325358851674644,0.6363636363636364,0.5,0.48325358851674644,0.4232558139534884,0.34146341463414637,0.5227272727272727,0.5719339622641509,0.5555555555555556,0.625,0.5969162995594713,0.5625,0.6703296703296703,0.49292452830188677,0.06046511627906977,0.058823529411764705,14.924065420560746,0.5614035087719298,0.08681408681408681,0.02313624678663239,0.10810810810810811,0.03717472118959108,0.09009009009009009,0.02576601671309192,0.013793103448275862,0.02727272727272727,0.0375,0.05519480519480519,0.08771929824561403,0.10722100656455143,0.1043956043956044,0.04285714285714286,0.16037735849056603,0.5882352941176471,0.625,0.55,0.11556603773584906,0.32653061224489793,0.34782608695652173,0.23113207547169812,0.35714285714285715,0.3804347826086957,0.7428571428571429,0.08962264150943396,0.5263157894736842,0.5405405405405406,1.0,0.4033018867924528,0.47368421052631576,0.4909090909090909,0.9259259259259259,0.2698412698412698,0.4117647058823529,0.2698412698412698,0.5882352941176471,0.7,0.275,0.5454545454545454,0.1,0.35,0.5,0.6533018867924528,0.47368421052631576,0.5113344339622642,0.49151923076923065,0.5117368749999999,0.060267857142857144,0.1092436974789916,0.12869565217391304,0.22608695652173913,10.848837209302328,25.37416267942584,0.21872863978127136,,5.0,1.0,3.0,12.0,4.0,5.0,12.0,8.0,0.061224489795918366,,0.038910505836575876,0.6666666666666666,0.5,5.0,4.0,6.0,0.07936507936507936,18.0,,4.0,,,3.0,,,,0.061224489795918366,0.034482758620689655,0.125,0.2857142857142857,,4.0,4.0,7.0,,0.03349282296650718,0.03508771929824561,,0.8,1.0,0.5,,0.02631578947368421,1.0,0.004761904761904762,False,
1709,1610612746,Michael Olowokandi,Michael Olowokandi,1709,LAC,147959.0,2466,-58,4576,4572,1058.0,817,663,9148,103.0,171.0,35.0,56.0,19.0,30.0,255.0,606.0,13.0,69.0,,,,,,,,,,371,846,,,108.0,850,4845,57.0,103.0,,,126.0,67.0,153.0,,,40.0,174.0,410.0,332.0,,68.0,,,50.0,45.0,43.0,88.0,3.0,18.0,11.0,16.0,219.0,29.0,119.0,72.0,405.0,523.0,155.0,678.0,14.0,51.0,40.0,11.0,64.0,8.0,37.0,99.0,27.0,163.0,15.0,30.0,86.0,209,39.0,177.0,,77.0,19.0,174.0,1058.0,20.0,0.5525606469002695,0.6083086053412463,,,,,,0.4385342789598109,0.5533980582524272,0.43790849673202614,0.4385342789598109,0.5533980582524272,0.43790849673202614,0.45846817691477887,0.5526315789473685,0.46524064171123,,0.0591016548463357,0.15204678362573099,20.32823573293547,0.39263803680981596,0.21170935703084162,0.06422018348623854,0.1909814323607427,0.07160493827160494,0.20829694323144105,0.06554472984942426,0.060897435897435896,0.06525911708253358,0.07479224376731301,0.1978021978021978,0.2,0.23236514522821577,0.21283783783783783,0.03317535545023697,0.20212765957446807,0.6023391812865497,0.7103448275862069,0.6504854368932039,0.7163120567375887,0.4207920792079208,0.43739279588336194,0.08156028368794327,0.18840579710144928,0.19117647058823528,0.6153846153846154,,,,,,,,,0.5436893203883495,0.625,,,,0.19607843137254902,0.6333333333333333,,,,0.20212765957446807,,0.421256501182033,0.48797976190476194,0.4141915032679739,0.08480176211453745,0.08480176211453745,0.14823529411764705,0.20470588235294118,7.554491725768321,,0.2312062937062937,46.0,8.0,26.0,15.0,139.0,69.0,68.0,139.0,83.0,0.037953795379537955,0.40707964601769914,0.0707070707070707,0.5971223021582733,0.5098039215686274,,12.0,40.0,,,,21.0,,,2.0,6.0,9.0,14.0,0.014492753623188406,0.045454545454545456,0.1111111111111111,0.11428571428571428,,,,,7.0,,,0.051094890510948905,,,,4.0,,,,False,
1762,1610612746,Tremaine Fowlkes,Tremaine Fowlkes,1762,LAC,19601.0,327,-49,597,603,87.0,65,104,1200,15.0,27.0,11.0,18.0,1.0,4.0,3.0,14.0,5.0,19.0,,,,,,,,,,23,60,,,23.0,69,660,12.0,25.0,,,34.0,1.0,6.0,,,6.0,8.0,18.0,28.0,,18.0,,,7.0,12.0,4.0,16.0,,1.0,6.0,5.0,36.0,5.0,25.0,5.0,23.0,30.0,30.0,60.0,1.0,11.0,6.0,5.0,8.0,1.0,3.0,4.0,5.0,12.0,1.0,1.0,18.0,37,3.0,29.0,,12.0,3.0,8.0,87.0,1.0,0.391304347826087,0.6428571428571429,,,,,,0.38333333333333336,0.48,0.16666666666666666,0.38333333333333336,0.48,0.16666666666666666,0.46621621621621623,0.53125,0.4,,0.11666666666666667,0.14814814814814814,11.829436038514444,0.6666666666666666,0.09090909090909091,0.08710801393728224,0.16129032258064516,0.1282051282051282,0.09859154929577464,0.09202453987730061,0.08695652173913043,0.11235955056179775,0.14285714285714285,0.07462686567164178,0.13793103448275862,0.06060606060606061,0.20833333333333334,0.03333333333333333,0.45,0.5555555555555556,0.6521739130434783,0.26666666666666666,0.23333333333333334,0.21428571428571427,0.2727272727272727,0.31666666666666665,0.2631578947368421,0.2631578947368421,1.0,,,,,,,,,0.72,0.6111111111111112,,,,0.6666666666666666,0.25,,,,0.45,,0.47832833333333336,0.5400954545454546,0.5290833333333333,0.16901408450704225,0.16901408450704225,0.4927536231884058,0.11594202898550725,7.84,,0.1457286432160804,2.0,,,1.0,1.0,,,1.0,,0.21428571428571427,0.125,0.05,,,,10.0,4.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,False,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,160613.0,2677,-22,4992,5010,1291.0,1023,754,10002,251.0,365.0,100.0,148.0,55.0,79.0,174.0,430.0,44.0,111.0,,,,,,,,,,469,906,,,342.0,1280,5365,121.0,211.0,,,366.0,91.0,187.0,,,116.0,298.0,474.0,464.0,,178.0,,,66.0,108.0,54.0,162.0,3.0,45.0,32.0,31.0,378.0,44.0,304.0,73.0,362.0,459.0,354.0,813.0,19.0,69.0,45.0,24.0,72.0,17.0,26.0,78.0,46.0,150.0,24.0,43.0,111.0,230,24.0,467.0,,219.0,47.0,298.0,1291.0,25.0,0.5053304904051172,0.6236842105263158,,,,,,0.5176600441501104,0.5734597156398105,0.48663101604278075,0.5176600441501104,0.5734597156398105,0.48663101604278075,0.5776173285198556,0.6535714285714286,0.5601503759398496,,0.0728476821192053,0.07671232876712329,21.36664966853646,0.48,0.17607003891050585,0.15423642820903094,0.16743119266055045,0.0962800875273523,0.1745585874799358,0.14332784184514002,0.16337148803329865,0.1085814360770578,0.0951219512195122,0.166015625,0.18076923076923077,0.17801047120418848,0.17699115044247787,0.051630434782608696,0.40286975717439294,0.6876712328767123,0.744807121661721,0.4541832669322709,0.4746136865342163,0.4046511627906977,0.4416243654822335,0.12251655629139073,0.3963963963963964,0.4036697247706422,0.8409090909090909,,,,,,,,,0.7014218009478673,0.6756756756756757,,,,0.42245989304812837,0.6962025316455697,,,,0.40286975717439294,,0.466996578366446,0.5098434554973823,0.4567390374331552,0.2064090480678605,0.2064090480678605,0.2859375,0.2328125,6.209271523178806,,0.25861378205128205,24.0,8.0,15.0,64.0,143.0,58.0,77.0,147.0,94.0,0.08372093023255814,0.18604651162790697,0.19362186788154898,0.6394557823129252,0.4942528735632184,,124.0,51.0,,,,20.0,4.0,,8.0,1.0,5.0,,0.018018018018018018,0.10638297872340426,0.13402061855670103,0.09,,,,,6.0,,,0.036585365853658534,,,,,,,,False,4.0
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,6813.0,114,18,222,225,85.0,71,35,447,4.0,8.0,1.0,2.0,2.0,3.0,4.0,11.0,6.0,12.0,1.0,2.0,2.0,1.0,8.0,,1.0,1.0,3.0,14,31,2.0,10.0,7.0,41,234,2.0,3.0,,1.0,4.0,5.0,9.0,2.0,5.0,2.0,18.0,12.0,16.0,6.0,,8.0,1.0,2.0,7.0,3.0,10.0,1.0,4.0,1.0,2.0,23.0,,,1.0,2.0,3.0,,3.0,,3.0,1.0,2.0,5.0,,3.0,1.0,2.0,6.0,,4.0,5.0,15,,8.0,,3.0,1.0,18.0,85.0,4.0,0.42857142857142855,0.42857142857142855,1.0,0.2,,0.4,0.2,0.45161290322580644,0.6666666666666666,0.5555555555555556,0.4146341463414634,0.5,0.5714285714285714,0.45555555555555555,0.5,0.6,0.24390243902439024,0.06451612903225806,0.125,19.54022988505747,0.8333333333333334,0.02247191011235955,,0.03571428571428571,,0.02564102564102564,,,,,,0.030303030303030304,0.02564102564102564,0.041666666666666664,,0.1951219512195122,0.5,0.5714285714285714,0.5,0.2682926829268293,0.36363636363636365,0.4,0.2926829268292683,0.5,0.5,0.5,0.04878048780487805,0.5,0.5,1.0,0.1951219512195122,0.125,0.125,1.0,0.5,0.5,0.25,,,0.21428571428571427,0.6666666666666666,0.14285714285714285,0.21428571428571427,0.3333333333333333,0.43902439024390244,0.125,0.4469256097560976,0.5132625,0.4741285714285714,0.06818181818181818,0.08823529411764706,0.0975609756097561,0.43902439024390244,10.196774193548388,25.790000000000003,0.38288288288288286,,,,,3.0,,3.0,3.0,1.0,0.09090909090909091,,,0.3333333333333333,0.25,,,2.0,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,0.5,,,,,False,
77,1610612746,Doug Overton,Doug Overton,77,LAC,5401.0,90,15,173,170,66.0,59,25,343,,,,,,,2.0,4.0,1.0,4.0,,2.0,1.0,5.0,14.0,,1.0,2.0,6.0,3,8,5.0,16.0,2.0,23,166,,,,1.0,,1.0,4.0,2.0,7.0,1.0,9.0,4.0,2.0,12.0,,14.0,5.0,,4.0,3.0,7.0,,1.0,1.0,2.0,17.0,,,1.0,8.0,9.0,,9.0,,2.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,8.0,1.0,3.0,2.0,7,1.0,4.0,1.0,2.0,,9.0,66.0,1.0,0.6666666666666666,0.6666666666666666,0.8,0.3125,,0.2857142857142857,0.3125,0.375,,0.25,0.4375,,0.36363636363636365,0.46,,0.375,0.6666666666666666,,,16.256157635467982,0.625,0.1111111111111111,,0.07142857142857142,,0.10465116279069768,,,,,0.10526315789473684,0.13333333333333333,0.08695652173913043,0.09090909090909091,,,,,,0.16666666666666666,0.5,0.5,0.16666666666666666,0.25,0.25,1.0,0.08333333333333333,,,,0.5833333333333334,0.35714285714285715,0.35714285714285715,0.8,,,1.0,,,,,0.09090909090909091,0.5454545454545454,0.3333333333333333,0.6666666666666666,0.35714285714285715,0.47064130434782614,,0.45248999999999995,0.08,0.2222222222222222,,0.391304347826087,13.762500000000001,26.243750000000002,0.3815028901734104,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,0.5,,,3.0,,3.0,,,,,,,,,,,,,,,,1.0,,0.0625,,,,,,,0.5,,,False,
976,1610612746,Jeff McInnis,Jeff McInnis,976,LAC,155507.0,2592,-63,4861,4854,1341.0,1048,710,9715,55.0,107.0,7.0,12.0,18.0,39.0,157.0,362.0,113.0,290.0,4.0,8.0,2.0,61.0,187.0,4.0,23.0,25.0,73.0,325,759,65.0,195.0,147.0,992,5211,32.0,68.0,5.0,24.0,92.0,91.0,206.0,27.0,75.0,81.0,344.0,280.0,370.0,168.0,16.0,181.0,61.0,42.0,348.0,80.0,428.0,9.0,166.0,103.0,79.0,936.0,10.0,29.0,30.0,107.0,140.0,41.0,181.0,13.0,55.0,36.0,19.0,80.0,12.0,57.0,45.0,23.0,125.0,5.0,28.0,57.0,175,14.0,179.0,29.0,44.0,32.0,344.0,1341.0,27.0,0.4307692307692308,0.4416403785488959,0.8615384615384616,0.3333333333333333,0.20833333333333334,0.36,0.3439153439153439,0.4281949934123847,0.47058823529411764,0.441747572815534,0.44287211740041926,0.42934782608695654,0.4679715302491103,0.47314453125,0.46,0.5154320987654321,0.20440251572327045,0.05533596837944664,0.14953271028037382,20.126116657908565,0.64,0.053714859437751006,0.015010351966873706,0.06741573033707865,0.023529411764705882,0.05621665982765695,0.016546457361052185,0.01689545934530095,0.018315018315018316,0.023255813953488372,0.04024144869215292,0.04666666666666667,0.0697986577181208,0.05747126436781609,0.02594810379241517,0.11215932914046121,0.514018691588785,0.6043956043956044,0.2545454545454545,0.37945492662473795,0.43370165745856354,0.4590643274853801,0.3039832285115304,0.3896551724137931,0.397887323943662,0.5221238938053098,0.008385744234800839,0.5,0.5,0.75,0.1960167714884696,0.32620320855614976,0.32972972972972975,0.8688524590163934,0.13043478260869565,0.5833333333333334,0.25,0.17391304347826086,1.0,0.1387900355871886,0.46153846153846156,0.0071174377224199285,0.2597864768683274,0.3424657534246575,0.3165618448637317,0.3370165745856354,0.43406863780359034,0.4544845679012346,0.4221483695652173,0.04536290322580645,0.05527638190954774,0.09274193548387097,0.3467741935483871,11.128194993412384,26.190769230769224,0.2758691627237194,3.0,8.0,4.0,7.0,3.0,,1.0,4.0,1.0,0.055248618784530384,0.0234375,0.00683371298405467,0.25,0.4267515923566879,1.0,13.0,71.0,0.010869565217391304,27.0,6.0,4.0,1.0,,2.0,,,1.0,0.020689655172413793,0.02631578947368421,0.10309278350515463,0.14285714285714285,1.0,1.0,2.0,2.0,2.0,0.010256410256410256,0.0106951871657754,0.012121212121212121,1.0,1.0,1.0,,,1.0,0.00510204081632653,False,1.0
