EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFtPoints,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimAccuracy,FTOffRebounds,BlockedAtRim,BlockedLongMidRange,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Clear Path Fouls,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked
363,1610612764,Christian Laettner,Christian Laettner,363,WAS,13800.0,230,-23.0,417,416,98,168,50,833,9,15,7.0,1.0,3,1.0,6,10.0,34.0,,,,,,,,1.0,,,,,20,55,,1.0,3,43,422,5,10,,,10,6.0,17,,,2.0,14.0,28,12,,,6.0,,1.0,,1,,14.0,2.0,16.0,2.0,,3.0,5.0,6.0,34.0,3.0,7,4.0,37,8.0,49,12,61,1.0,7,3,4.0,4,4.0,2.0,7,2.0,2.0,1.0,11,1.0,2,6.0,18,3.0,,3,1.0,,1,1.0,14.0,98,7.0,0.7,0.8235294117647058,,,,,,0.36363636363636365,0.5,0.35294117647058826,0.35714285714285715,0.5,0.35294117647058826,0.37719298245614036,0.5,0.3888888888888889,0.017857142857142856,,0.01818181818181818,0.06666666666666667,,,,13.991769547325102,0.36363636363636365,0.5,0.20903954802259886,0.03723404255319149,0.09302325581395349,0.1,0.18636363636363637,0.045871559633027525,0.1,0.04285714285714286,0.011363636363636364,0.11538461538461539,0.125,0.21052631578947367,0.23863636363636365,0.058823529411764705,0.2222222222222222,0.02857142857142857,0.26785714285714285,0.6,0.6428571428571429,0.3333333333333333,0.10714285714285714,0.16666666666666666,0.16666666666666666,0.6071428571428571,0.29411764705882354,0.29411764705882354,1.0,,,,,0.017857142857142856,,,,0.7,,,,,,,0.17647058823529413,0.3333333333333333,,,,,0.2857142857142857,,0.4292339285714285,0.48648749999999996,0.3926117647058823,0.017857142857142856,0.01818181818181818,0.23255813953488372,0.32558139534883723,12.063636363636366,26.0,0.23501199040767387,5.0,,,,,,,0.7142857142857143,2.0,,,0.2857142857142857,1.0,0.2,,,,,1.0,,,,,,True,
461,1610612764,Popeye Jones,Popeye Jones,461,WAS,29076.0,485,-49.0,861,879,208,260,144,1740,18,37,23.0,5.0,10,21.0,54,19.0,45.0,,1.0,,,,,,,,,,,58,136,,1.0,22,138,924,15,40,,,35,16.0,33,,,12.0,44.0,78,38,,,22.0,,,,6,,22.0,4.0,26.0,4.0,,8.0,4.0,10.0,56.0,3.0,53,18.0,69,4.0,91,58,149,5.0,14,9,5.0,9,1.0,8.0,14,1.0,1.0,1.0,23,1.0,4,17.0,48,6.0,6.0,27,1.0,,8,6.0,44.0,208,10.0,0.6724137931034483,0.8297872340425532,,,,,,0.4264705882352941,0.375,0.48484848484848486,0.4233576642335766,0.375,0.48484848484848486,0.46,0.4069767441860465,0.55,0.0072992700729927005,,0.04411764705882353,0.08108108108108109,0.018518518518518517,0.044444444444444446,,16.618635926993274,0.391304347826087,0.16,0.1885245901639344,0.12559241706161137,0.18,0.05084745762711865,0.18669527896995708,0.11642411642411643,0.16,0.13125,0.10695187165775401,0.044444444444444446,0.208955223880597,0.15873015873015872,0.2023121387283237,0.13924050632911392,0.3333333333333333,0.0684931506849315,0.27007299270072993,0.4864864864864865,0.5294117647058824,0.3888888888888889,0.39416058394160586,0.3888888888888889,0.39622641509433965,0.3284671532846715,0.4222222222222222,0.4418604651162791,0.8947368421052632,0.0072992700729927005,,,,,,,,0.575,,,,,,,0.30303030303030304,0.5,,,,,0.2773722627737226,,0.4345554744525548,0.4831230769230769,0.4316303030303029,0.05555555555555555,0.055944055944055944,0.2536231884057971,0.3188405797101449,9.530882352941175,22.8,0.2415795586527294,10.0,5.0,2.0,2.0,2.0,1.0,0.5,0.43478260869565216,2.0,,,0.09523809523809523,0.7142857142857143,,,,,2.0,1.0,0.07142857142857142,,,,,True,
43,1610612764,Chris Whitney,Chris Whitney,43,WAS,27243.0,454,,818,811,232,296,126,1629,4,9,,1.0,1,,9,18.0,54.0,9.0,21.0,,1.0,1.0,3.0,19.0,50.0,3.0,5.0,5.0,13.0,22,72,28.0,71.0,28,156,840,3,7,3.0,6.0,15,6.0,17,6.0,16.0,17.0,47.0,26,18,69.0,15.0,,,50.0,19.0,5,,55.0,4.0,59.0,3.0,1.0,15.0,10.0,30.0,122.0,1.0,3,9.0,23,2.0,34,4,38,3.0,16,8,8.0,10,6.0,5.0,9,,5.0,,19,1.0,4,10.0,31,1.0,3.0,31,1.0,3.0,7,6.0,47.0,232,8.0,0.5909090909090909,0.5909090909090909,0.8214285714285714,0.39436619718309857,0.5,0.375,0.39436619718309857,0.3055555555555556,0.42857142857142855,0.35294117647058826,0.44755244755244755,0.5769230769230769,0.45454545454545453,0.4967948717948718,0.5769230769230769,0.5595238095238095,0.4965034965034965,,0.06944444444444445,0.1111111111111111,0.1111111111111111,0.05555555555555555,,17.875383043922373,0.5263157894736842,0.08,0.06865671641791045,0.0079155672823219,0.09090909090909091,0.014084507042253521,0.07373271889400922,0.008888888888888889,,,0.016129032258064516,,0.07352941176470588,0.09345794392523364,0.05,0.09333333333333334,0.08333333333333333,0.03409090909090909,0.06293706293706294,0.4444444444444444,0.5,0.25,0.06293706293706294,,,0.3776223776223776,0.3333333333333333,0.35294117647058826,0.6666666666666666,0.14685314685314685,0.42857142857142855,0.42857142857142855,0.8888888888888888,0.34965034965034963,0.38,0.38,0.7894736842105263,,0.07692307692307693,,,0.38461538461538464,0.6,1.0,0.030303030303030304,1.0,0.09090909090909091,0.3333333333333333,0.3939393939393939,0.38461538461538464,0.5594405594405595,0.38,0.4774671328671329,0.4692375,0.4649681818181818,0.05333333333333334,0.08974358974358974,0.09615384615384616,0.30128205128205127,15.201388888888895,25.085915492957746,0.28361858190709044,,,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,0.0625,,,1.0,0.013888888888888888,True,
2250,1610612764,Bobby Simmons,Bobby Simmons,2250,WAS,4844.0,81,10.0,150,150,59,57,36,300,4,14,9.0,2.0,7,1.0,1,3.0,6.0,,1.0,,,,,2.0,6.0,,,1.0,4.0,8,21,2.0,7.0,6,28,140,4,10,,,10,2.0,8,1.0,4.0,1.0,8.0,8,8,3.0,3.0,2.0,,6.0,2.0,3,,2.0,,2.0,,,1.0,,1.0,4.0,,8,2.0,4,2.0,8,9,17,1.0,7,5,2.0,5,,1.0,3,,4.0,1.0,8,1.0,2,,8,,2.0,11,1.0,,6,,8.0,59,3.0,0.5,0.5714285714285714,0.5,0.2857142857142857,,0.25,0.2857142857142857,0.38095238095238093,0.4,0.25,0.39285714285714285,0.4,0.2916666666666667,0.42424242424242425,0.4166666666666667,0.3076923076923077,0.25,,0.14285714285714285,0.14285714285714285,,0.16666666666666666,,21.025641025641026,0.625,0.5,0.08333333333333333,0.10256410256410256,0.13333333333333333,,0.09523809523809523,0.0898876404494382,0.08695652173913043,0.07407407407407407,0.14285714285714285,,0.125,0.11764705882352941,0.043478260869565216,0.16666666666666666,,0.06666666666666667,0.5,0.2857142857142857,0.3333333333333333,0.5,0.03571428571428571,1.0,1.0,0.21428571428571427,0.5,0.6,0.6666666666666666,0.03571428571428571,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.5,0.9,,,,,,,0.5833333333333334,0.2857142857142857,,,0.3333333333333333,0.25,0.75,0.3333333333333333,0.5165821428571429,0.58034,0.5254166666666666,0.18181818181818182,0.23076923076923078,0.35714285714285715,0.2857142857142857,5.980952380952381,25.071428571428573,0.3933333333333333,3.0,2.0,,,,,,0.3333333333333333,1.0,,,0.14285714285714285,,0.6666666666666666,,,,,,,,,,,True,
1731,1610612764,Tyronn Lue,Tyronn Lue,1731,WAS,40540.0,676,7.0,1284,1285,399,511,177,2569,26,42,3.0,5.0,8,18.0,48,31.0,77.0,5.0,7.0,2.0,3.0,3.0,3.0,24.0,52.0,2.0,4.0,8.0,18.0,75,167,29.0,59.0,24,261,1366,7,12,4.0,7.0,26,18.0,40,11.0,21.0,16.0,85.0,22,128,63.0,24.0,2.0,,52.0,24.0,13,,117.0,10.0,127.0,7.0,3.0,39.0,20.0,58.0,264.0,,3,11.0,34,,45,3,48,,21,9,12.0,28,7.0,17.0,16,6.0,11.0,2.0,44,3.0,14,13.0,60,2.0,,30,3.0,,7,8.0,85.0,399,18.0,0.14666666666666667,0.14864864864864866,0.7241379310344828,0.4915254237288136,0.5714285714285714,0.5238095238095238,0.4915254237288136,0.4491017964071856,0.5833333333333334,0.45,0.5243362831858407,0.6842105263157895,0.5655737704918032,0.5460251046025104,0.6842105263157895,0.6071428571428571,0.2610619469026549,,0.07784431137724551,0.07142857142857142,0.125,0.05194805194805195,,19.1864406779661,0.6363636363636364,,0.07083333333333333,0.005758157389635317,0.08661417322834646,,0.07413509060955518,0.005067567567567568,0.01904761904761905,,0.004081632653061225,,0.03508771929824561,0.04195804195804196,0.10762331838565023,0.0898876404494382,0.07894736842105263,,0.18584070796460178,0.6190476190476191,0.6666666666666666,0.038461538461538464,0.21238938053097345,0.375,0.42857142857142855,0.3407079646017699,0.4025974025974026,0.4246575342465753,0.22580645161290322,0.030973451327433628,0.7142857142857143,0.7142857142857143,0.8,0.23008849557522124,0.46153846153846156,0.46153846153846156,0.7083333333333334,0.15789473684210525,0.15789473684210525,0.6666666666666666,1.0,0.21052631578947367,0.5,1.0,0.13114754098360656,0.625,0.04918032786885246,1.0,0.29508196721311475,0.4444444444444444,0.4469026548672566,0.46153846153846156,0.4551902654867258,0.46924062499999997,0.4228327868852458,0.03463203463203463,0.04093567251461988,0.09961685823754789,0.32567049808429116,11.177245508982034,25.20169491525424,0.3107476635514019,3.0,,,,,,,1.0,,,,,0.16666666666666666,,1.0,,,,,,,,1.0,0.016666666666666666,False,
1751,1610612764,Jahidi White,Jahidi White,1751,WAS,78341.0,1306,-80.0,2399,2406,330,421,341,4805,141,227,103.0,22.0,33,6.0,43,,1.0,,,,,,,,,,,,,147,271,,,77,371,2601,63,108,,,154,23.0,38,,,18.0,64.0,154,140,,,108.0,,,,27,,13.0,4.0,17.0,4.0,,7.0,1.0,5.0,38.0,16.0,136,49.0,205,25.0,279,154,433,17.0,22,14,8.0,27,1.0,10.0,35,7.0,17.0,6.0,62,3.0,6,83.0,157,27.0,11.0,146,20.0,,70,13.0,64.0,330,6.0,0.5238095238095238,0.8279569892473119,,,,,,0.5424354243542435,0.5833333333333334,0.6052631578947368,0.5424354243542435,0.5833333333333334,0.6052631578947368,0.5553892215568862,0.5877862595419847,0.5818181818181818,,,0.0996309963099631,0.07048458149779736,0.2558139534883721,,,14.158026456918128,0.43548387096774194,0.36764705882352944,0.22258414766558088,0.12604263206672844,0.22477064220183487,0.11678832116788321,0.22300263388937663,0.125,0.175,0.11875,0.10789980732177264,0.12612612612612611,0.2233502538071066,0.2222222222222222,0.22249388753056235,0.23030303030303031,0.20754716981132076,0.17525773195876287,0.8376383763837638,0.6211453744493393,0.6682464454976303,0.524822695035461,0.15867158671586715,0.13953488372093023,0.1875,0.0036900369003690036,,,,,,,,,,,,0.9537037037037037,,,,,,,0.868421052631579,0.6666666666666666,,,,,0.8376383763837638,,0.5484523985239852,0.5824127450980392,0.5492526315789474,0.21806853582554517,0.21806853582554517,0.41509433962264153,0.1725067385444744,1.925461254612546,,0.13755731554814507,62.0,28.0,74.0,29.0,74.0,42.0,0.5675675675675675,0.6019417475728155,2.0,43.0,2.0,0.034482758620689655,0.5,0.0967741935483871,,3.0,2.0,8.0,1.0,0.07692307692307693,,,,,False,
1838,1610612764,Tyrone Nesby,Tyrone Nesby,1838,WAS,54651.0,911,59.0,1711,1714,491,607,254,3425,54,87,28.0,22.0,28,10.0,31,38.0,101.0,5.0,10.0,1.0,1.0,2.0,4.0,2.0,14.0,1.0,1.0,2.0,7.0,102,219,7.0,24.0,39,264,1771,23,44,2.0,2.0,58,28.0,50,4.0,11.0,16.0,84.0,124,80,18.0,3.0,34.0,,14.0,2.0,11,,50.0,14.0,64.0,11.0,3.0,14.0,15.0,21.0,142.0,7.0,60,26.0,93,15.0,134,72,206,9.0,42,32,10.0,11,3.0,9.0,19,3.0,2.0,2.0,30,2.0,10,51.0,116,3.0,11.0,56,7.0,,27,4.0,84.0,491,18.0,0.6078431372549019,0.7294117647058823,0.8571428571428571,0.2916666666666667,1.0,0.36363636363636365,0.2916666666666667,0.4657534246575342,0.5227272727272727,0.56,0.46296296296296297,0.5652173913043478,0.5573770491803278,0.4943820224719101,0.5576923076923077,0.5833333333333334,0.09876543209876543,,0.0502283105022831,0.06896551724137931,0.12903225806451613,0.009900990099009901,,14.835164835164836,0.36666666666666664,0.3,0.1537190082644628,0.08608321377331421,0.14942528735632185,0.06422018348623854,0.1527599486521181,0.08312655086848635,0.1,0.11587982832618025,0.05864197530864197,0.06741573033707865,0.13333333333333333,0.1552511415525114,0.16334661354581673,0.17557251908396945,0.06976744186046512,0.07377049180327869,0.35802469135802467,0.6206896551724138,0.6666666666666666,0.5,0.12757201646090535,0.3225806451612903,0.37037037037037035,0.4156378600823045,0.37623762376237624,0.38,0.8157894736842105,0.0411522633744856,0.5,0.5,0.8,0.05761316872427984,0.14285714285714285,0.14285714285714285,1.0,0.6086956521739131,0.021739130434782608,1.0,,0.021739130434782608,1.0,1.0,0.45901639344262296,0.7857142857142857,0.06557377049180328,0.5,0.11475409836065574,0.2857142857142857,0.4567901234567901,0.14285714285714285,0.46905268595041316,0.5047662790697672,0.47115901639344265,0.10266159695817491,0.11297071129707113,0.2196969696969697,0.3181818181818182,10.107762557077622,24.733333333333334,0.2869666861484512,17.0,6.0,14.0,8.0,14.0,10.0,0.7142857142857143,0.6071428571428571,5.0,2.0,4.0,0.08064516129032258,0.4,,,,,,,0.05,,,,,False,
1888,1610612764,Richard Hamilton,Richard Hamilton,1888,WAS,101376.0,1690,-32.0,3189,3186,806,886,417,6375,103,178,23.0,21.0,40,114.0,297,134.0,317.0,4.0,6.0,,,1.0,3.0,11.0,30.0,2.0,8.0,5.0,13.0,351,792,15.0,36.0,236,983,3395,35,84,2.0,8.0,90,74.0,167,6.0,16.0,96.0,262.0,434,268,45.0,,16.0,1.0,29.0,11.0,76,,123.0,14.0,137.0,10.0,4.0,43.0,27.0,53.0,288.0,3.0,50,24.0,77,5.0,106,53,159,16.0,32,24,8.0,64,13.0,40.0,37,6.0,24.0,4.0,101,8.0,29,32.0,100,4.0,12.0,264,22.0,17.0,98,36.0,262.0,806,17.0,0.6182336182336182,0.6326530612244898,1.0,0.4166666666666667,0.25,0.375,0.42857142857142855,0.4431818181818182,0.4166666666666667,0.4431137724550898,0.45108695652173914,0.41304347826086957,0.453551912568306,0.5154255319148936,0.45408163265306123,0.5633187772925764,0.043478260869565216,,0.09595959595959595,0.12921348314606743,0.1414141414141414,0.03470031545741325,,28.295732536015223,0.6336633663366337,0.05319148936170213,0.0661512027491409,0.03599712023038157,0.0802675585284281,0.01818181818181818,0.06903622693096377,0.0341055341055341,0.026402640264026403,0.049773755656108594,0.031055900621118012,0.021897810218978103,0.048507462686567165,0.08418367346938775,0.061507936507936505,0.07174887892376682,0.10526315789473684,0.042105263157894736,0.21497584541062803,0.5786516853932584,0.6645161290322581,0.6601941747572816,0.358695652173913,0.3838383838383838,0.4470588235294118,0.3828502415458937,0.4227129337539432,0.43790849673202614,0.6716417910447762,0.007246376811594203,0.6666666666666666,0.6666666666666666,1.0,0.036231884057971016,0.36666666666666664,0.36666666666666664,1.0,0.25,,,,0.08695652173913043,0.25,1.0,0.2185792349726776,0.525,0.01639344262295082,0.3333333333333333,0.07103825136612021,0.38461538461538464,0.2584541062801932,0.3793103448275862,0.44442366828087165,0.45334337349397585,0.4335720994475139,0.1084070796460177,0.11290322580645161,0.09155645981688708,0.26653102746693796,10.566035353535348,70.11666666666666,0.25274380683599873,15.0,14.0,9.0,5.0,9.0,4.0,0.4444444444444444,0.6521739130434783,,3.0,1.0,,0.5175438596491229,0.5333333333333333,,,,1.0,1.0,,,,,,False,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,29056.0,484,13.0,909,913,292,332,128,1822,46,68,29.0,11.0,19,18.0,39,1.0,6.0,,,,,,,,,,,,,65,113,,,35,165,945,21,35,,,54,12.0,26,,,15.0,39.0,84,46,,,32.0,,,,14,,5.0,1.0,6.0,1.0,,4.0,,1.0,13.0,10.0,35,14.0,74,8.0,96,47,143,,15,8,7.0,4,1.0,3.0,14,2.0,1.0,3.0,18,,5,32.0,60,6.0,7.0,66,10.0,,31,7.0,39.0,292,7.0,0.6461538461538462,0.8571428571428571,,,,,,0.5752212389380531,0.6,0.46153846153846156,0.5752212389380531,0.6,0.46153846153846156,0.5851063829787234,0.574468085106383,0.5131578947368421,,,0.12389380530973451,0.14705882352941177,0.10256410256410256,,,15.042573320719015,0.2222222222222222,0.2962962962962963,0.2132564841498559,0.09358288770053476,0.1686746987951807,0.19607843137254902,0.20465116279069767,0.10588235294117647,0.06666666666666667,0.0661764705882353,0.12883435582822086,0.18604651162790697,0.12,0.23684210526315788,0.24050632911392406,0.1694915254237288,0.16666666666666666,,0.6017699115044248,0.6764705882352942,0.7931034482758621,0.5869565217391305,0.34513274336283184,0.46153846153846156,0.5142857142857142,0.05309734513274336,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,0.8285714285714286,,,,,,,0.7307692307692307,0.5789473684210527,,,,,0.6017699115044248,,0.5085362831858405,0.5139689655172414,0.5262384615384615,0.23134328358208955,0.23134328358208955,0.32727272727272727,0.23636363636363636,4.096460176991151,,0.32123212321232125,18.0,12.0,27.0,14.0,27.0,14.0,0.5185185185185185,0.6206896551724138,2.0,12.0,1.0,0.06060606060606061,0.7777777777777778,0.16666666666666666,,1.0,,1.0,,0.25,,,,,False,
2042,1610612764,Courtney Alexander,Courtney Alexander,2042,WAS,60287.0,1005,-162.0,1892,1907,529,635,254,3799,50,78,14.0,13.0,22,30.0,83,85.0,184.0,1.0,4.0,,,,1.0,4.0,11.0,1.0,1.0,3.0,5.0,165,345,5.0,15.0,74,419,2073,17,41,1.0,1.0,41,41.0,89,3.0,6.0,29.0,120.0,216,114,12.0,3.0,14.0,,11.0,4.0,25,,55.0,11.0,66.0,8.0,3.0,12.0,17.0,26.0,143.0,6.0,26,23.0,48,8.0,79,33,112,3.0,27,17,10.0,27,8.0,16.0,24,2.0,11.0,2.0,51,7.0,13,36.0,89,2.0,11.0,93,5.0,2.0,37,11.0,120.0,529,11.0,0.6545454545454545,0.6835443037974683,0.8,0.3333333333333333,1.0,0.5,0.3333333333333333,0.4782608695652174,0.4146341463414634,0.4606741573033708,0.4791666666666667,0.44047619047619047,0.4789473684210526,0.5186104218362283,0.4659090909090909,0.53125,0.041666666666666664,,0.07246376811594203,0.11538461538461539,0.12048192771084337,0.03260869565217391,,20.768526989935957,0.5294117647058824,0.14285714285714285,0.07017543859649122,0.03170731707317073,0.11557788944723618,0.06315789473684211,0.08040770101925254,0.034972677595628415,0.03571428571428571,0.026923076923076925,0.03316326530612245,0.07407407407407407,0.048484848484848485,0.06637168141592921,0.08532423208191127,0.11888111888111888,0.10714285714285714,0.018518518518518517,0.21666666666666667,0.6410256410256411,0.7246376811594203,0.7,0.23055555555555557,0.3614457831325301,0.410958904109589,0.5111111111111111,0.46195652173913043,0.47752808988764045,0.6588235294117647,0.011111111111111112,0.25,0.25,1.0,0.030555555555555555,0.36363636363636365,0.36363636363636365,0.75,0.3333333333333333,,,,0.023809523809523808,1.0,,0.23157894736842105,0.5909090909090909,0.010526315789473684,,0.05263157894736842,0.6,0.25833333333333336,0.36363636363636365,0.4431547353760447,0.4451524390243902,0.4292515957446808,0.09438775510204081,0.09814323607427056,0.09785202863961814,0.2863961813842482,11.907826086956522,25.846666666666668,0.2795983086680761,6.0,4.0,5.0,1.0,5.0,5.0,1.0,0.42857142857142855,1.0,4.0,,0.020833333333333332,0.5666666666666667,0.16666666666666666,,,,,,,,,,,False,
363,1610612764,Christian Laettner,Christian Laettner,363,WAS,72846.0,1214,-90.0,2274,2272,513,614,279,4546,52,82,30.0,11.0,17,16.0,51,78.0,164.0,,1.0,,,,1.0,2.0,8.0,,1.0,1.0,3.0,146,297,2.0,9.0,63,361,2439,27,47,,1.0,62,26.0,64,1.0,4.0,27.0,82.0,204,88,6.0,,30.0,1.0,7.0,2.0,14,,112.0,23.0,135.0,19.0,4.0,30.0,25.0,57.0,293.0,4.0,53,34.0,127,17.0,178,62,240,1.0,53,27,26.0,41,11.0,30.0,33,3.0,11.0,5.0,74,2.0,17,39.0,111,7.0,12.0,73,6.0,5.0,26,11.0,82.0,513,13.0,0.6986301369863014,0.7786259541984732,1.0,0.2222222222222222,,0.25,0.25,0.49158249158249157,0.574468085106383,0.40625,0.4869281045751634,0.5625,0.40441176470588236,0.5296735905044511,0.5849056603773585,0.4880952380952381,0.029411764705882353,,0.04713804713804714,0.08536585365853659,0.13725490196078433,,,15.844255975327679,0.5540540540540541,0.2833333333333333,0.1492361927144536,0.05475206611570248,0.16037735849056603,0.031007751937984496,0.15145813734713076,0.05195989061075661,0.058823529411764705,0.04225352112676056,0.06041666666666667,0.026785714285714284,0.1291866028708134,0.15613382899628253,0.1554959785522788,0.16025641025641027,0.16071428571428573,0.0070921985815602835,0.2679738562091503,0.6341463414634146,0.6933333333333334,0.5576923076923077,0.16666666666666666,0.3137254901960784,0.36363636363636365,0.5359477124183006,0.47560975609756095,0.47560975609756095,0.8205128205128205,0.0032679738562091504,,,,0.026143790849673203,0.25,0.25,1.0,0.625,,,,0.020833333333333332,,,0.25,0.6470588235294118,0.014705882352941176,,0.04411764705882353,0.3333333333333333,0.2973856209150327,0.2857142857142857,0.44431999999999994,0.5424841463414634,0.44178208955223874,0.07975460122699386,0.08201892744479496,0.17174515235457063,0.22714681440443213,11.65286195286195,27.633333333333336,0.22559366754617413,21.0,8.0,25.0,15.0,25.0,16.0,0.64,0.7,5.0,7.0,3.0,0.11904761904761904,0.5625,0.2857142857142857,,,1.0,1.0,2.0,0.058823529411764705,,,,,False,
