EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,SelfOReb,ShootingFouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceCorner3FGA,PenaltyArc3FGM,Fg2aBlocked,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,PtsUnassisted3s,LostBallSteals,2pt And 1 Free Throw Trips,AtRimPctBlocked,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,on,BlockedLongMidRange
120,1610612757,Steven Smith,Steven Smith,120,POR,1754.0,29.0,-24,58,59,39.0,32.0,7.0,117,,2.0,,1.0,,2.0,1.0,3.0,,,1.0,1.0,,,1.0,4.0,,,2.0,1.0,5.0,2.0,5.0,,8.0,73,,2.0,,,,,1.0,4.0,1.0,2.0,,5.0,2.0,,6.0,,4.0,1.0,1.0,,1.0,,,1.0,,2.0,,1.0,1.0,3.0,,4.0,1.0,5.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,5.0,39.0,1.0,1.0,1.0,0.4,,0.5,0.4,0.2,,0.25,0.4,,0.4166666666666667,0.4,,0.4166666666666667,0.5,16.923076923076923,1.0,,0.15789473684210525,0.05,0.14285714285714285,,0.15384615384615385,0.03571428571428571,,0.14285714285714285,,,0.16666666666666666,0.2,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,0.1,1.0,1.0,1.0,0.4,0.25,0.25,1.0,0.5,,,,,0.3333333333333333,,,,0.3333333333333333,0.7,0.25,0.48022,0.5863,0.48185833333333333,,,,0.625,5.94,24.7,0.6724137931034483,,,,,1.0,,,1.0,,,,,,,0.375,,,,,1.0,,,,,,,,,0.5,,,,,,,,,False,1.0
176,1610612757,Antonio Harvey,Antonio Harvey,176,POR,801.0,13.0,-5,27,27,19.0,12.0,1.0,54,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,31,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,1.0,5.0,1.0,6.0,,,,,,1.0,,1.0,,1.0,4.0,1.0,,,,,,19.0,,,,,,,,,,,,,,,,,,7.142857142857142,,1.0,0.25,,0.5,0.25,0.2857142857142857,0.1,,,0.5,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3974,,0.3974,,,,,18.0,,0.7037037037037037,,,3.0,,,,,,,,,,,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,False,
21,1610612757,Greg Anthony,Greg Anthony,21,POR,474.0,8.0,3,16,15,10.0,8.0,1.0,31,,,,,,,1.0,2.0,,,,1.0,,1.0,,,,,,1.0,2.0,,1.0,,2.0,12,,,,,,,1.0,2.0,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,2.0,10.0,,,,,,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,23.52941176470588,1.0,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,0.3333333333333333,,,,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,0.4458333333333333,,0.4458333333333333,,,,1.0,9.85,22.8,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,1940.0,32.0,-28,65,63,34.0,24.0,7.0,128,1.0,1.0,,,1.0,1.0,1.0,4.0,3.0,6.0,,,,,1.0,2.0,,,,5.0,11.0,1.0,2.0,4.0,17.0,79,1.0,1.0,,,,2.0,2.0,3.0,,,1.0,5.0,6.0,4.0,3.0,,2.0,1.0,1.0,,1.0,,,,,2.0,,,1.0,4.0,1.0,6.0,,6.0,,,,,,,,,,,2.0,,8.0,,3.0,1.0,5.0,34.0,0.6,0.6,1.0,0.5,,,0.5,0.45454545454545453,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.5,0.15384615384615385,23.28767123287671,,0.5,0.19047619047619047,,0.1111111111111111,,0.16666666666666666,,,,,,,0.07692307692307693,1.0,1.0,1.0,0.3076923076923077,0.25,0.25,,0.46153846153846156,0.5,0.5,,,,,0.15384615384615385,0.5,0.5,1.0,,,,,,0.3333333333333333,1.0,,,,0.23076923076923078,0.5,0.4376038461538461,0.3772,0.4862333333333333,0.1875,0.21428571428571427,0.11764705882352941,0.29411764705882354,13.845454545454546,25.15,0.5230769230769231,,,2.0,,1.0,,1.0,1.0,1.0,,,,,0.25,0.25,,1.0,0.6666666666666666,,,,1.0,,,,,0.5,,,,,,,,,,,False,
96,1610612757,Detlef Schrempf,Detlef Schrempf,96,POR,958.0,16.0,14,32,33,26.0,21.0,2.0,65,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,4.0,7.0,19,,,,,2.0,2.0,,1.0,1.0,2.0,2.0,5.0,,,3.0,,1.0,1.0,1.0,,1.0,,,,,2.0,,,,4.0,,4.0,,4.0,,,2.0,,2.0,,,2.0,,2.0,3.0,,6.0,,1.0,2.0,5.0,26.0,,,1.0,0.5,,0.5,0.5,,,,0.5,,0.5,0.5833333333333334,1.0,0.5,0.6666666666666666,23.52941176470588,1.0,,0.23529411764705882,,,,0.17391304347826086,,,,,0.25,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,0.3333333333333333,,0.3333333333333333,0.6666666666666666,1.0,0.5215333333333333,,0.5215333333333333,0.25,0.5,0.2857142857142857,0.7142857142857143,14.3,24.0,0.8125,,,1.0,,,,,,,1.0,,,,0.3333333333333333,0.14285714285714285,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,False,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,1267.0,21.0,-16,43,45,27.0,21.0,2.0,88,2.0,2.0,,,1.0,1.0,3.0,5.0,1.0,2.0,,,,,,2.0,,,2.0,6.0,9.0,,2.0,3.0,15.0,56,,,,,,,3.0,5.0,,2.0,3.0,9.0,6.0,6.0,,,2.0,,2.0,2.0,4.0,1.0,1.0,1.0,,10.0,,,,2.0,,2.0,,2.0,,,2.0,,1.0,,1.0,2.0,,2.0,2.0,,3.0,,1.0,1.0,9.0,27.0,0.5,0.5,,,,,,0.6666666666666666,,0.6,0.5454545454545454,,0.42857142857142855,0.625,,0.5625,0.18181818181818182,31.11111111111111,1.0,,0.125,,,,0.09523809523809523,,,,,,,0.18181818181818182,1.0,1.0,0.5,0.45454545454545453,0.6,0.6,0.6666666666666666,0.18181818181818182,0.5,0.5,,,,,0.18181818181818182,,,,,,,,,0.14285714285714285,1.0,,,0.2857142857142857,0.36363636363636365,,0.4640772727272727,,0.4333357142857143,0.09090909090909091,0.1111111111111111,,0.6,9.544444444444444,25.45,0.627906976744186,,,,,,,,,,1.0,,,,0.14285714285714285,0.125,,,,,,,1.0,,,,,,,,,,1.0,,,,,,False,
937,1610612757,Scottie Pippen,Scottie Pippen,937,POR,1398.0,23.0,-24,45,47,19.0,18.0,4.0,92,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,1.0,,,1.0,4.0,4.0,,1.0,1.0,9.0,63,,,,,,,3.0,3.0,,1.0,1.0,7.0,4.0,4.0,,,1.0,,1.0,1.0,2.0,1.0,,,1.0,5.0,,,1.0,,1.0,2.0,,2.0,,,3.0,1.0,3.0,2.0,,5.0,,,1.0,,1.0,,1.0,,7.0,19.0,0.5,0.5,,,,,,1.0,,1.0,0.8,,0.75,0.9,,0.875,0.2,20.0,0.6,0.5,,,0.125,,0.041666666666666664,,,,,,0.16666666666666666,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0,,,,,0.2,,,,,,,,,0.25,1.0,,,0.25,0.4,,0.48006000000000004,,0.49745000000000006,0.2,0.25,,0.7777777777777778,11.225000000000001,25.7,0.4222222222222222,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,False,
278,1610612757,Stacey Augmon,Stacey Augmon,278,POR,1015.0,17.0,-15,29,35,16.0,21.0,5.0,64,,2.0,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,1.0,5.0,,,,2.0,38,,2.0,,,,,1.0,2.0,,,,2.0,2.0,,,,,,3.0,1.0,4.0,1.0,,1.0,1.0,9.0,,1.0,,3.0,,3.0,1.0,4.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,2.0,16.0,1.0,1.0,,,,,,0.2,,0.5,0.2,,0.5,0.2,,0.5,,17.142857142857142,1.0,,0.17647058823529413,0.08333333333333333,,,0.15789473684210525,0.06666666666666667,,,,0.3333333333333333,,0.4,,,,0.2,,,,0.4,0.5,0.5,,,,,,,,,0.5,,,,,0.5,,,,,0.4,,0.43354,0.4622,0.44105,,,,1.0,8.58,,0.5517241379310345,,,,,,,,,,,,,,,0.16666666666666666,,,1.0,,,,1.0,,,,0.25,,,,,1.0,,,,,,,False,
781,1610612757,Will Perdue,Will Perdue,781,POR,223.0,4.0,1,7,8,7.0,8.0,1.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,2.0,,1.0,,,7.0,,,,,,,,,,,,,,,,,,12.5,,,,0.3333333333333333,1.0,,0.2,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,False,
393,1610612757,Rod Strickland,Rod Strickland,393,POR,815.0,14.0,-10,24,26,11.0,13.0,5.0,50,1.0,2.0,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,1.0,5.0,,,2.0,4.0,28,,1.0,,,,,1.0,2.0,,,2.0,4.0,,2.0,,,,,1.0,,1.0,,,,1.0,2.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,2.0,,,1.0,4.0,11.0,,,,,,,,0.2,,0.5,0.2,,0.5,0.3333333333333333,,0.6666666666666666,,23.333333333333336,1.0,,0.07692307692307693,,,0.3333333333333333,0.06666666666666667,0.07142857142857142,,,0.3333333333333333,0.2,,0.4,0.5,1.0,,0.2,,,,0.4,,,,,,,,,,,,,,,,0.5,1.0,,,,0.4,,0.49987999999999994,,0.59495,,,,1.0,7.62,,0.4583333333333333,,,,,,,,,,,,,,,,,,,,,1.0,,,0.2,,,,,,,1.0,,0.5,,,,,False,
905,1610612757,Dale Davis,Dale Davis,905,POR,1180.0,20.0,-31,34,37,7.0,7.0,5.0,71,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,55,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,2.0,1.0,,,1.0,3.0,4.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,7.0,,2.0,,1.0,,,7.0,,,,,,,,,,,,,,0.16666666666666666,,,0.5,12.5,0.5,,,0.15384615384615385,0.16666666666666666,0.25,0.05555555555555555,0.17647058823529413,,,0.25,,0.2,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,0.5,,0.234475,,0.234475,0.3333333333333333,0.5,,,12.8,31.8,0.20588235294117646,,,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,0.2857142857142857,,,,,,,,,,,,False,
