EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,ShortMidRangeAssists,DefensiveGoaltends,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceAtRimPctAssisted,HeaveAttempts,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockedLongMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Technical Free Throw Trips,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,on
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,1026.0,17,-13,33,33,16.0,19.0,8,66,,5.0,,3.0,,2.0,,2.0,,2.0,,,,,,9,,,2.0,2.0,31,,3.0,1.0,1.0,,4.0,,,,,,,,,,,2.0,2.0,,2.0,,,2.0,,4.0,,3.0,,2.0,,2.0,3.0,5.0,,,,,,,1.0,,,1.0,,,,1,,1.0,4.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,16.0,,,,,,,,,,,,,,0.09090909090909091,0.125,,,0.2222222222222222,0.2,0.5,27.906976744186046,,,0.25,0.15,,,0.15384615384615385,0.125,,0.3333333333333333,0.125,,,,1.0,,,,,1.0,0.5555555555555556,,,,0.2222222222222222,,,,0.2222222222222222,,,,,,,,1.0,,0.5,,,,0.5555555555555556,,0.47307777777777776,0.5485,0.470175,0.1,0.1,0.5,,5.055555555555555,,0.48484848484848486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,1530.0,26,-16,49,52,22.0,27.0,12,101,4.0,8.0,3.0,7.0,,2.0,,1.0,,,,,,,4.0,9,,,4.0,12.0,50,3.0,7.0,2.0,8.0,,2.0,,,2.0,2.0,2.0,6.0,,6.0,,,1.0,,1.0,1.0,1.0,,,,3.0,,8.0,2.0,5.0,1.0,8.0,8.0,16.0,2.0,,,,1.0,1.0,2.0,,,3.0,,2.0,4.0,7,,2.0,6.0,,3.0,,3.0,1.0,2.0,3.0,2.0,,2.0,22.0,,0.25,1.0,,,,,0.4444444444444444,0.42857142857142855,,0.4444444444444444,0.42857142857142855,,0.5,0.4444444444444444,0.3333333333333333,,0.1111111111111111,,1.0,22.388059701492537,0.3333333333333333,1.0,0.2631578947368421,0.25,0.2857142857142857,,0.2692307692307692,0.21621621621621623,0.36363636363636365,0.2727272727272727,0.1,,,0.6,0.2857142857142857,,0.5,,0.5,0.6666666666666666,0.8888888888888888,0.5,0.5,0.25,0.1111111111111111,,,,,,,,,,,,1.0,0.42857142857142855,1.0,,,,0.8888888888888888,,0.5246777777777778,0.5580142857142857,0.65135,0.25,0.25,0.6666666666666666,0.16666666666666666,0.9777777777777779,,0.4489795918367347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,1631.0,27,-15,53,55,17.0,34.0,13,108,,,,,,,2.0,3.0,,1.0,1.0,1.0,,,2.0,4,1.0,5.0,2.0,9.0,56,,,2.0,2.0,1.0,2.0,,1.0,,2.0,,4.0,3.0,,1.0,1.0,,1.0,,1.0,,,1.0,,2.0,,1.0,1.0,5.0,,6.0,1.0,7.0,,1.0,1.0,,,,,,,,,,2.0,2,,,2.0,,1.0,,,,,,,,2.0,17.0,,,,1.0,0.2,,0.2,0.5,,0.5,0.3888888888888889,,0.3333333333333333,0.45,0.5,0.3333333333333333,0.5555555555555556,,,,14.285714285714286,,,0.29411764705882354,0.03125,0.14285714285714285,,0.25,0.024390243902439025,,,0.07692307692307693,,,,0.25,0.42857142857142855,0.25,,,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,1.0,,,,,,,0.5555555555555556,1.0,0.4791222222222222,0.6159,0.37683333333333335,0.1,0.2,0.2222222222222222,0.2222222222222222,9.425,23.640000000000004,0.32075471698113206,,4.0,,1.0,,,,0.4444444444444444,,,,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,False
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,1675.0,28,-16,57,60,23.0,40.0,14,117,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,,1.0,4.0,10,2.0,3.0,2.0,16.0,64,,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,9.0,,8.0,6.0,,2.0,1.0,,,1.0,1.0,,1.0,,,3.0,,2.0,1.0,3.0,,4.0,2.0,6.0,,1.0,,1.0,3.0,1.0,1.0,2.0,,4.0,,2.0,1.0,3,,1.0,2.0,,,1.0,,,,,,,9.0,23.0,,,,1.0,0.6666666666666666,0.5,0.6666666666666666,0.4,,0.5,0.5384615384615384,,0.5833333333333334,0.5714285714285714,0.25,0.6428571428571429,0.23076923076923078,,,,23.076923076923077,0.75,,0.15789473684210525,0.05555555555555555,0.1111111111111111,,0.14285714285714285,0.045454545454545456,,0.1111111111111111,0.07142857142857142,,,0.4,,0.2,,0.3333333333333333,,,0.15384615384615385,0.5,0.5,,0.15384615384615385,1.0,1.0,,0.46153846153846156,0.16666666666666666,0.16666666666666666,,0.15384615384615385,0.5,0.5,1.0,0.3333333333333333,,0.16666666666666666,1.0,0.16666666666666666,,0.38461538461538464,0.5,0.4388692307692308,0.43439999999999995,0.4559583333333333,,,0.125,0.5625,12.87,24.7,0.40350877192982454,1.0,1.0,1.0,1.0,,,,0.07692307692307693,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
468,1610612758,Jon Barry,Jon Barry,468,SAC,1060.0,18,-15,33,36,7.0,20.0,9,69,,1.0,,,,,,,,2.0,,1.0,,,,3,1.0,3.0,,3.0,41,,,,,,,,1.0,,,,,3.0,,1.0,,1.0,1.0,,1.0,,,1.0,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,7.0,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,0.25,,,0.25,,,0.5,0.3333333333333333,1.0,,13.043478260869565,,,,0.047619047619047616,,,,0.03571428571428571,,,0.1111111111111111,,,,,,,,,,0.16666666666666666,,,,,,,,0.3333333333333333,,,,0.16666666666666666,,,,,,,,,,0.6666666666666666,,0.500225,,0.51585,,,,,10.666666666666666,23.866666666666664,0.21212121212121213,1.0,2.0,,1.0,,,,0.3333333333333333,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
57,1610612758,Doug Christie,Doug Christie,57,SAC,921.0,15,-13,31,32,18.0,23.0,4,63,,,,,,,,2.0,,,,,,,,2,,,1.0,1.0,36,,,,,,2.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,2.0,,2.0,,1,1.0,,4.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,18.0,1.0,,,,,,,,,,,,,0.125,,0.125,,1.0,,1.0,15.789473684210526,0.5,,,0.06666666666666667,,,,0.05555555555555555,0.25,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.4433,,0.4433,0.3333333333333333,0.3333333333333333,,1.0,4.7,,0.5806451612903226,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,1059.0,18,-7,35,35,19.0,26.0,5,70,1.0,1.0,,,,,,4.0,,1.0,,,,,1.0,6,,1.0,2.0,4.0,38,,,,,,,,1.0,,,2.0,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,1.0,1.0,1,,,2.0,,1.0,,,,,,,,,19.0,,1.0,1.0,,,,,0.16666666666666666,,,0.14285714285714285,,,0.25,,,0.14285714285714285,0.3333333333333333,,0.5,20.930232558139537,1.0,,,,0.125,,0.05263157894736842,,,,,,,,,,,0.25,,,0.14285714285714285,1.0,1.0,1.0,0.5714285714285714,,,,0.14285714285714285,,,,,,,,,,,,,,0.2857142857142857,,0.44144285714285714,,0.582,0.125,0.14285714285714285,,,7.466666666666666,24.2,0.5428571428571428,,1.0,,1.0,,,,0.14285714285714285,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1715,1610612758,Jason Williams,Jason Williams,1715,SAC,513.0,9,-9,18,19,13.0,15.0,2,37,,,,,,,,,1.0,2.0,,,,,1.0,2,,,,2.0,24,1.0,1.0,,2.0,1.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,1.0,,1.0,1.0,,,1.0,1,,,,,,,,,,,,,2.0,13.0,,,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,,,,13.043478260869565,,,0.2857142857142857,,,,0.2,,,,,,,0.25,,1.0,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,0.3267,0.3545,0.3267,,,1.0,1.0,19.2,,0.7222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,806.0,13,-9,27,29,8.0,22.0,5,56,3.0,4.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,3.0,6,,,1.0,7.0,35,,1.0,,,1.0,2.0,,,,2.0,6.0,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,2.0,3.0,5.0,,2.0,2.0,,1.0,,,1.0,,1.0,,,1.0,1,,,1.0,1.0,1.0,,2.0,,2.0,2.0,1.0,,2.0,8.0,,1.0,1.0,,,,,0.5,,0.5,0.5,,0.5,0.5833333333333334,,0.5,,,,,20.588235294117645,1.0,1.0,,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.07142857142857142,0.16666666666666666,,0.6666666666666666,,,0.3333333333333333,,,,0.5,,,0.5,0.6666666666666666,0.75,0.75,1.0,0.16666666666666666,,,,0.16666666666666666,,,,,,,,1.0,,0.5,1.0,,,0.6666666666666666,,0.5080333333333334,0.578,0.4579,0.16666666666666666,0.16666666666666666,,0.2857142857142857,3.6666666666666665,,0.2962962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
239,1610612758,Darrick Martin,Darrick Martin,239,SAC,499.0,8,-7,19,19,7.0,19.0,3,38,,1.0,,,,,,1.0,,2.0,,2.0,,,,4,,2.0,,,25,,1.0,,,,1.0,,,,,,,,,2.0,,,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,1,,,,,,,,,,,,,,7.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,30.434782608695652,1.0,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,0.16666666666666666,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,0.5,,0.42901,0.2253,0.3681,,,,,9.75,33.55,0.3684210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
