EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Corner3Assists,OffThreePtRebounds,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Travels,Loose Ball Fouls Drawn,FTOffRebounds,Blocked3s,BlockedCorner3,3SecondViolations,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveAttempts,Clear Path Fouls,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Corner3PctBlocked,3pt And 1 Free Throw Trips
2766,1610612763,Antonio Burks,Antonio Burks,2766,MEM,11678.0,195,-2,332,336,75.0,58,45,668,9,19,,,1.0,5.0,3.0,6.0,11.0,30.0,23,55,2.0,48,359,1.0,2.0,,2.0,2.0,12.0,1.0,5.0,10.0,36.0,2.0,16.0,9.0,25.0,5.0,3.0,4.0,9.0,59.0,,2.0,5.0,,7.0,1.0,8.0,,5.0,2.0,3.0,7.0,1.0,5.0,4.0,1.0,2.0,,11.0,,2.0,5.0,15,1.0,2.0,10,4.0,5.0,1.0,1.0,2.0,,,,,,,,,,5.0,75.0,2.0,2.0,0.21739130434782608,0.21739130434782608,0.41818181818181815,0.5,0.16666666666666666,0.40350877192982454,0.5,0.15384615384615385,0.4067796610169492,0.5,0.16666666666666666,0.03636363636363636,0.10526315789473684,,,18.42105263157895,0.6363636363636364,,0.041666666666666664,,0.05555555555555555,0.04487179487179487,0.006756756756756757,,,,0.05263157894736842,,0.061224489795918366,0.038461538461538464,0.1,,,0.3333333333333333,0.47368421052631576,0.5294117647058824,0.1111111111111111,0.10526315789473684,0.5,0.5,,0.5263157894736842,0.36666666666666664,0.36666666666666664,,,,0.38461538461538464,0.2,0.3684210526315789,0.4598285714285713,,0.45260000000000006,0.017543859649122806,0.01818181818181818,0.041666666666666664,0.10416666666666667,11.86909090909091,0.22590361445783133,,,2.0,1.0,,2.0,1.0,,1.0,,,,0.03508771929824561,,,,,0.03508771929824561,0.07692307692307693,35.5,,,,,,,,,,,,4.0,1.0,,,,0.04,0.058823529411764705,,0.36363636363636365,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,0.5,0.5,True,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,75710.0,1262,150,2197,2194,462.0,387,290,4391,144,220,25.0,45.0,28.0,49.0,88.0,202.0,47.0,102.0,279,524,154.0,718,2219,36.0,64.0,22.0,94.0,44.0,90.0,61.0,152.0,294.0,264.0,50.0,86.0,68.0,154.0,50.0,55.0,9.0,22.0,376.0,51.0,39.0,140.0,23.0,202.0,71.0,273.0,14.0,11.0,8.0,3.0,57.0,8.0,34.0,42.0,7.0,23.0,,99.0,10.0,22.0,32.0,66,3.0,17.0,202,8.0,213.0,20.0,99.0,18.0,63.0,47.0,4.0,12.0,66.0,46.0,1.0,,1.0,152.0,462.0,3.0,17.0,0.5268817204301075,0.5547169811320755,0.5324427480916031,0.5625,0.4888888888888889,0.5330812854442344,0.5625,0.4945652173913043,0.5734824281150159,0.6025641025641025,0.5801526717557252,0.09541984732824428,0.1409090909090909,0.09405940594059406,,28.537642885297593,0.5757575757575758,0.4339622641509434,0.16147635524798154,0.06614785992217899,0.17567567567567569,0.16437098255280075,0.06430568499534017,0.07553956834532374,0.075,0.04743083003952569,0.14334470989761092,0.1743119266055046,0.16853932584269662,0.152317880794702,0.22535211267605634,0.07106598984771574,0.696969696969697,0.4158790170132325,0.6545454545454545,0.7619047619047619,0.5277777777777778,0.3818525519848771,0.43564356435643564,0.4808743169398907,0.3522727272727273,0.19281663516068054,0.46078431372549017,0.46078431372549017,0.703125,0.5555555555555556,0.24,0.532608695652174,0.5714285714285714,0.42533081285444235,0.45325000000000004,0.5073321428571428,0.47196413043478264,0.16282894736842105,0.16417910447761194,0.1309192200557103,0.2116991643454039,6.384541984732826,0.21028675466545288,1.0,2.0,3.0,2.0,2.0,5.0,2.0,6.0,3.0,1.0,0.4,0.4,0.00945179584120983,0.003780718336483932,0.5,0.5,1.0,0.005671077504725898,0.021739130434782608,26.259999999999998,,1.0,,,1.0,,,1.0,,28.0,1.0,18.0,18.0,,,0.5,0.059602649006622516,0.06372549019607843,0.05102040816326531,0.851063829787234,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,0.3333333333333333,5.0,13.0,2.0,3.0,1.0,1.0,0.03076923076923077,,,,,,,,,,,,2.0,,,,True,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,6177.0,103,2,182,181,32.0,22,25,363,2,4,1.0,1.0,1.0,2.0,2.0,6.0,6.0,15.0,10,25,2.0,31,178,1.0,1.0,,5.0,1.0,5.0,1.0,9.0,18.0,2.0,3.0,11.0,,11.0,,7.0,2.0,2.0,22.0,3.0,2.0,6.0,2.0,10.0,4.0,14.0,,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,,6.0,1.0,2.0,6.0,14,,1.0,7,1.0,4.0,,2.0,,,,,,,,,,,9.0,32.0,1.0,,0.9,0.9,0.4,1.0,0.2,0.4264705882352941,1.25,0.4444444444444444,0.4305555555555556,1.25,0.45,0.12,0.25,0.16666666666666666,0.06666666666666667,20.388349514563107,0.5,0.4,0.08955223880597014,0.04285714285714286,0.1111111111111111,0.09411764705882353,0.0449438202247191,,0.047619047619047616,0.06451612903225806,,0.1111111111111111,0.10810810810810811,0.07692307692307693,0.2,,,0.11764705882352941,0.5,0.6666666666666666,1.0,0.17647058823529413,0.3333333333333333,0.4,0.5,0.4411764705882353,0.4,0.42857142857142855,0.5,1.0,1.0,0.2222222222222222,0.5,0.38235294117647056,0.42533030303030295,0.5664,0.45725,0.05555555555555555,0.07407407407407407,0.16129032258064516,0.2903225806451613,12.812000000000001,0.17582417582417584,2.0,3.0,6.0,3.0,3.0,9.0,4.0,9.0,5.0,1.0,0.3333333333333333,0.375,0.2647058823529412,0.08823529411764706,0.6666666666666666,0.6666666666666666,1.0,0.17647058823529413,0.3333333333333333,27.922222222222224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,,1.0,0.5,0.05263157894736842,,0.2,1.0,0.16666666666666666,0.16666666666666666,1.0,0.5,1.0,1.0,0.1111111111111111,0.3333333333333333,0.2,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,True,,
101160,1610612763,Lawrence Roberts,Lawrence Roberts,101160,MEM,1376.0,23,-11,41,41,13.0,12,8,82,1,2,,1.0,,1.0,,2.0,,,1,4,4.0,6,38,,1.0,,,,2.0,1.0,1.0,2.0,,,1.0,,1.0,,1.0,,,2.0,3.0,,,,,5.0,5.0,,3.0,3.0,,1.0,,,,,1.0,,1.0,,1.0,,2,2.0,,5,,7.0,1.0,3.0,1.0,,,,,,,,,,1.0,13.0,,1.0,1.0,1.0,0.25,,,0.2,,,0.375,,0.125,,,,,18.0,1.0,,,0.23076923076923078,,,0.2631578947368421,,0.3333333333333333,0.25,,,,,,,,0.4,0.5,0.5,1.0,0.4,,,,,,,1.0,,,0.3333333333333333,,0.6,0.459075,0.3491,0.31935,0.42857142857142855,0.5,,0.16666666666666666,3.75,0.3170731707317073,,,1.0,1.0,,1.0,1.0,,,,,,0.2,,,,,0.2,0.3333333333333333,42.6,,,,,,,,,,,,,2.0,,,,0.3333333333333333,0.2,1.0,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,True,,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,669.0,11,-3,17,18,,4,2,35,2,3,1.0,2.0,,,,,,,2,3,1.0,5,21,1.0,2.0,,2.0,,,,,2.0,2.0,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,3.0,5,,1.0,1,,2.0,,1.0,,,,,,,,,,,,,1.0,,0.5,0.5,0.6666666666666666,0.5,,0.6666666666666666,0.5,,0.625,0.5,,0.3333333333333333,0.3333333333333333,,,25.0,,,,0.3333333333333333,,,0.25,,,0.5,,,,,,,,1.0,0.6666666666666666,1.0,0.5,,,,,,,,1.0,0.5,,,,1.0,0.5372,0.5474,,0.25,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,33791.0,563,-75,1047,1061,378.0,412,116,2108,53,94,10.0,20.0,13.0,25.0,17.0,59.0,7.0,21.0,77,174,57.0,211,1119,14.0,26.0,3.0,31.0,18.0,48.0,27.0,63.0,94.0,60.0,24.0,15.0,8.0,23.0,5.0,9.0,1.0,5.0,54.0,31.0,18.0,42.0,22.0,82.0,37.0,119.0,3.0,10.0,7.0,3.0,14.0,2.0,5.0,24.0,1.0,9.0,2.0,38.0,5.0,10.0,43.0,89,9.0,8.0,72,5.0,85.0,11.0,40.0,8.0,16.0,11.0,1.0,4.0,16.0,6.0,1.0,2.0,3.0,63.0,378.0,15.0,7.0,0.6103896103896104,0.6911764705882353,0.4425287356321839,0.5384615384615384,0.375,0.4425287356321839,0.5384615384615384,0.375,0.5,0.5166666666666667,0.4846153846153846,0.13793103448275862,0.1702127659574468,0.11864406779661017,0.047619047619047616,21.119592875318066,0.3684210526315789,0.38596491228070173,0.11731843575418995,0.08355795148247978,0.1565217391304348,0.12684989429175475,0.07756813417190776,0.16666666666666666,0.040983606557377046,0.046511627906976744,0.07575757575757576,0.16279069767441862,0.12857142857142856,0.16842105263157894,0.1,0.0410958904109589,0.375,0.5402298850574713,0.5638297872340425,0.6794871794871795,0.7169811320754716,0.3390804597701149,0.288135593220339,0.3269230769230769,0.29411764705882354,0.1206896551724138,0.3333333333333333,0.35,0.7692307692307693,0.5,0.1,0.5208333333333334,0.52,0.5402298850574713,0.4844310344827586,0.5409124999999999,0.4925625,0.19704433497536947,0.19704433497536947,0.14691943127962084,0.2985781990521327,5.088505747126435,0.36103151862464183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,3.0,6.0,,,,0.05660377358490566,0.060240963855421686,0.043478260869565216,0.5714285714285714,,,,,,,,,,8.0,6.0,,,,,,,,,,,,,,,,,,,,,False,,
101160,1610612763,Lawrence Roberts,Lawrence Roberts,101160,MEM,9465.0,158,15,302,305,132.0,123,39,607,12,19,4.0,5.0,3.0,5.0,3.0,8.0,4.0,11.0,19,38,7.0,45,293,4.0,7.0,,8.0,6.0,16.0,5.0,17.0,28.0,10.0,4.0,2.0,2.0,4.0,2.0,2.0,,,10.0,13.0,8.0,13.0,2.0,23.0,21.0,44.0,,5.0,3.0,2.0,3.0,,2.0,1.0,,1.0,,4.0,,,16.0,28,1.0,1.0,13,1.0,16.0,2.0,9.0,,2.0,2.0,,,2.0,1.0,,,,17.0,132.0,4.0,,0.7368421052631579,0.9333333333333333,0.5,0.5714285714285714,0.375,0.48717948717948717,0.5714285714285714,0.35294117647058826,0.4891304347826087,0.5,0.40476190476190477,0.10526315789473684,0.21052631578947367,,,14.40922190201729,0.75,0.09090909090909091,0.14606741573033707,0.13,0.1951219512195122,0.16153846153846155,0.14285714285714285,0.08333333333333333,0.13333333333333333,0.15217391304347827,0.1,0.15789473684210525,0.175,0.25,,,0.5,0.48717948717948717,0.631578947368421,0.8,0.6666666666666666,0.20512820512820512,0.375,0.375,1.0,0.28205128205128205,0.36363636363636365,0.36363636363636365,0.7142857142857143,0.8,,0.29411764705882354,0.6,0.5128205128205128,0.45200263157894743,0.50488,0.42330625,0.1956521739130435,0.2,0.17777777777777778,0.37777777777777777,7.189473684210526,0.4370860927152318,,,1.0,1.0,,1.0,1.0,,1.0,,,,0.02564102564102564,,,,,0.02564102564102564,0.058823529411764705,35.7,,,,,,,,,,8.0,,,6.0,,,,0.18181818181818182,0.20833333333333334,0.1111111111111111,0.75,,,,,,,,,,,1.0,2.0,,,,0.14285714285714285,,,,,,,,,,,,,,,,False,,
101194,1610612763,Anthony Roberson,Anthony Roberson,101194,MEM,3981.0,66,4,124,132,49.0,66,9,256,1,4,,,,1.0,,1.0,6.0,10.0,7,15,2.0,28,109,2.0,2.0,,4.0,4.0,6.0,2.0,13.0,10.0,4.0,,4.0,1.0,5.0,1.0,,1.0,3.0,11.0,,1.0,3.0,2.0,6.0,,6.0,,1.0,1.0,,2.0,,2.0,1.0,1.0,,,3.0,,1.0,,4,,,2,,2.0,,1.0,,,,,,,,,,,13.0,49.0,2.0,,0.7142857142857143,0.7142857142857143,0.4666666666666667,1.0,0.6666666666666666,0.5652173913043478,1.0,0.55,0.5833333333333334,1.0,0.5909090909090909,,,,,20.30075187969925,0.6666666666666666,0.2,0.06976744186046512,,0.037037037037037035,0.05714285714285714,,,,,,,0.125,0.041666666666666664,,,,0.17391304347826086,0.25,0.25,,0.043478260869565216,,,,0.43478260869565216,0.6,0.6,,,,0.1,,0.5217391304347826,0.4587630434782608,0.35245000000000004,0.42677999999999994,0.041666666666666664,0.0625,0.14285714285714285,0.4642857142857143,12.98,0.3951612903225806,1.0,1.0,7.0,4.0,4.0,8.0,4.0,12.0,7.0,1.0,0.5,0.5,0.34782608695652173,0.043478260869565216,1.0,1.0,1.0,0.30434782608695654,0.4,25.0625,,3.0,,,1.0,,,1.0,,,3.0,,,,,0.25,,,,0.8333333333333334,0.42857142857142855,0.42857142857142855,1.0,,,,,0.25,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,False,,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,43275.0,721,126,1282,1286,290.0,293,151,2568,79,114,29.0,40.0,15.0,22.0,10.0,29.0,9.0,19.0,98,162,56.0,252,1306,31.0,44.0,18.0,80.0,18.0,31.0,15.0,51.0,128.0,68.0,18.0,8.0,4.0,12.0,1.0,3.0,3.0,2.0,28.0,62.0,19.0,102.0,13.0,134.0,77.0,211.0,6.0,13.0,9.0,4.0,21.0,2.0,10.0,17.0,4.0,11.0,1.0,38.0,5.0,5.0,50.0,102,14.0,3.0,65,1.0,85.0,11.0,41.0,7.0,32.0,22.0,1.0,9.0,32.0,16.0,,2.0,5.0,51.0,290.0,9.0,5.0,0.6530612244897959,0.9142857142857143,0.6049382716049383,0.7045454545454546,0.5806451612903226,0.6049382716049383,0.7045454545454546,0.5806451612903226,0.6331658291457286,0.7407407407407407,0.6219512195121951,0.1111111111111111,0.12280701754385964,0.13793103448275862,,16.210670314637483,0.5526315789473685,0.3023255813953488,0.19577735124760076,0.1451990632318501,0.17272727272727273,0.19175911251980982,0.1347517730496454,0.16666666666666666,0.15966386554621848,0.11392405063291139,0.23157894736842105,0.18181818181818182,0.1708542713567839,0.125,0.2631578947368421,0.13333333333333333,0.5,0.7037037037037037,0.6929824561403509,0.79,0.6329113924050633,0.17901234567901234,0.3448275862068966,0.4,0.5,0.11728395061728394,0.47368421052631576,0.47368421052631576,0.9090909090909091,0.725,0.10344827586206896,0.7096774193548387,0.6818181818181818,0.7037037037037037,0.5061851851851851,0.5437027027027027,0.485258064516129,0.21354166666666666,0.21354166666666666,0.31746031746031744,0.20238095238095238,3.25679012345679,0.22620904836193448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,3.0,14.0,,,,0.10218978102189781,0.10869565217391304,0.08888888888888889,1.0,,,,,,,,,,4.0,8.0,1.0,,,,0.023809523809523808,,,,,,,,,,,,,,,,False,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,40695.0,678,-98,1246,1241,364.0,410,134,2487,40,66,9.0,14.0,8.0,13.0,8.0,28.0,30.0,78.0,78,172,43.0,205,1315,16.0,25.0,,32.0,14.0,41.0,16.0,44.0,78.0,78.0,15.0,15.0,10.0,25.0,4.0,8.0,3.0,4.0,60.0,11.0,21.0,40.0,3.0,64.0,15.0,79.0,1.0,27.0,11.0,16.0,13.0,3.0,7.0,24.0,4.0,6.0,3.0,37.0,1.0,11.0,28.0,79,4.0,9.0,57,13.0,69.0,5.0,35.0,2.0,13.0,9.0,1.0,3.0,13.0,4.0,4.0,,1.0,44.0,364.0,15.0,1.0,0.5,0.5342465753424658,0.45348837209302323,0.64,0.34146341463414637,0.43783783783783786,0.64,0.2978723404255319,0.47235023041474655,0.64,0.3728813559322034,0.0872093023255814,0.13636363636363635,0.10714285714285714,0.038461538461538464,18.12990720913633,0.35135135135135137,0.05357142857142857,0.10050251256281408,0.02522935779816514,0.13636363636363635,0.1105072463768116,0.023297491039426525,0.027586206896551724,0.04878048780487805,0.005952380952380952,0.08823529411764706,0.08571428571428572,0.12101910828025478,0.13392857142857142,0.14285714285714285,0.011627906976744186,0.3076923076923077,0.3567567567567568,0.6060606060606061,0.7017543859649122,0.225,0.15135135135135136,0.2857142857142857,0.32,0.5,0.42162162162162165,0.38461538461538464,0.4,0.56,0.6428571428571429,,0.2765957446808511,0.6153846153846154,0.42702702702702705,0.4698624324324326,0.48514999999999997,0.4394978723404256,0.16279069767441862,0.17326732673267325,0.15609756097560976,0.2146341463414634,9.966860465116278,0.29213483146067415,2.0,12.0,1.0,1.0,2.0,13.0,6.0,6.0,1.0,1.0,0.15384615384615385,0.15384615384615385,0.07027027027027027,0.06486486486486487,0.16666666666666666,0.16666666666666666,1.0,0.005405405405405406,0.02127659574468085,23.56923076923077,5.0,,,,,,,,,10.0,,6.0,2.0,,,,0.01639344262295082,0.02197802197802198,,0.8666666666666667,,,,,,,0.10638297872340426,,,3.0,,2.0,,,,0.030303030303030304,,,,,,,,,,,,,,,,False,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,17915.0,299,47,540,542,182.0,208,53,1082,12,20,2.0,3.0,5.0,8.0,3.0,11.0,8.0,26.0,23,57,17.0,93,527,3.0,5.0,1.0,10.0,8.0,16.0,5.0,27.0,34.0,12.0,8.0,20.0,2.0,22.0,2.0,10.0,4.0,6.0,46.0,5.0,7.0,22.0,5.0,34.0,7.0,41.0,3.0,20.0,11.0,9.0,14.0,3.0,12.0,7.0,,2.0,,21.0,1.0,4.0,30.0,51,2.0,4.0,28,8.0,23.0,1.0,9.0,3.0,,,,,,,,,,27.0,182.0,7.0,2.0,0.7391304347826086,0.7727272727272727,0.40350877192982454,0.6,0.5,0.4935064935064935,0.5,0.4583333333333333,0.5284090909090909,0.5,0.5,0.14035087719298245,0.1,0.36363636363636365,0.07692307692307693,18.04635761589404,0.6666666666666666,0.23809523809523808,0.12429378531073447,0.02857142857142857,0.11290322580645161,0.12133891213389121,0.029661016949152543,0.07142857142857142,,0.015151515151515152,0.14,0.10416666666666667,0.12658227848101267,0.058823529411764705,0.36363636363636365,0.08333333333333333,,0.2597402597402597,0.6,0.6666666666666666,0.75,0.14285714285714285,0.2727272727272727,0.42857142857142855,0.6666666666666666,0.33766233766233766,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.3333333333333333,0.625,0.5194805194805194,0.4548422077922077,0.4325583333333333,0.47770833333333335,0.10588235294117647,0.13846153846153847,0.10752688172043011,0.2903225806451613,10.359649122807017,0.337037037037037,5.0,6.0,14.0,6.0,10.0,20.0,8.0,30.0,14.0,1.0,0.5,0.5,0.2597402597402597,0.07792207792207792,0.8333333333333334,0.8333333333333334,1.0,0.18181818181818182,0.25,24.775000000000002,2.0,5.0,,2.0,1.0,1.0,4.0,2.0,,2.0,5.0,,2.0,,0.25,0.25,0.03278688524590164,0.04878048780487805,,0.75,0.35714285714285715,0.35714285714285715,1.0,0.2222222222222222,,,0.08333333333333333,0.16666666666666666,0.35714285714285715,,2.0,,,,,,2.0,0.2222222222222222,1.0,1.0,,,,0.5,1.0,0.5,,,,,,False,,
2766,1610612763,Antonio Burks,Antonio Burks,2766,MEM,22521.0,375,-27,690,702,253.0,270,69,1392,12,28,,2.0,4.0,9.0,2.0,12.0,13.0,43.0,27,83,8.0,65,665,,3.0,,3.0,10.0,25.0,5.0,28.0,12.0,42.0,3.0,31.0,20.0,51.0,14.0,17.0,4.0,10.0,122.0,2.0,9.0,16.0,1.0,26.0,3.0,29.0,2.0,15.0,2.0,13.0,16.0,5.0,10.0,9.0,2.0,6.0,,25.0,,11.0,8.0,30,2.0,,21,2.0,18.0,4.0,7.0,4.0,,,,,,,,,,28.0,253.0,4.0,3.0,0.2222222222222222,0.2222222222222222,0.3253012048192771,,0.4,0.3275862068965517,0.3,0.39655172413793105,0.34574468085106386,0.3,0.4117647058823529,0.03614457831325301,0.10714285714285714,,,15.315315315315317,0.64,0.022222222222222223,0.06722689075630252,0.008032128514056224,0.12,0.07987220447284345,0.00974025974025974,,0.027777777777777776,,0.05063291139240506,0.017543859649122806,0.10784313725490197,0.08620689655172414,0.23529411764705882,0.0392156862745098,,0.3218390804597701,0.42857142857142855,0.48,0.16666666666666666,0.13793103448275862,0.16666666666666666,0.16666666666666666,0.5,0.4942528735632184,0.3023255813953488,0.3023255813953488,0.4,,,0.3103448275862069,0.4444444444444444,0.367816091954023,0.4508458823529413,0.39045,0.43644074074074063,0.07777777777777778,0.08139534883720931,0.046153846153846156,0.4307692307692308,10.914457831325302,0.36666666666666664,,1.0,3.0,3.0,1.0,4.0,4.0,,2.0,,0.25,0.3333333333333333,0.04597701149425287,0.011494252873563218,,,,0.034482758620689655,0.10344827586206896,33.974999999999994,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,6.0,1.0,,0.5,0.25,0.01694915254237288,,0.07692307692307693,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.2,1.0,,0.034482758620689655,0.3333333333333333,0.5,1.0,3.0,,,,,,1.0,0.2,,,1.0,,,,,,,,1.0,0.25,,False,1.0,
