EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChancePointsPct,Avg3ptShotDistance,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,AtRimAssists,ShortMidRangeAssists,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyFg3Pct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChanceCorner3FGA,SecondChanceFG3A,PtsUnassisted3s,FTDefRebounds,BadPassOutOfBoundsTurnovers,Travels,DefFTReboundPct,SecondChanceCorner3Frequency,3SecondViolations,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg3aBlocked,Corner3Assists,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy
1500,1610612754,Ron Mercer,Ron Mercer,1500,IND,4096.0,68.0,-20.0,131,134,36.0,45,5.0,265,4.0,8.0,19.0,12.0,24.0,,24.0,131.0,2.0,5.0,,4.0,14.0,10.0,1.0,2.0,5.0,7.0,7.0,,,1.0,,2.0,5.0,7.0,,,,4.0,36.0,0.5833333333333334,0.5833333333333334,0.5,0.4,0.5,0.4,0.5,0.4,0.041666666666666664,0.25,18.705035971223023,0.5,0.10204081632653061,0.2222222222222222,0.1206896551724138,0.2,0.1111111111111111,0.25,0.16666666666666666,0.7916666666666666,0.42105263157894735,0.42105263157894735,0.625,0.16666666666666666,0.4330583333333333,0.38278,,,0.16666666666666666,15.133333333333333,0.2748091603053435,3.0,1.0,,,1.0,,,,,,,,1.0,1.0,2.0,,,,3.0,1.0,4.0,1.0,3.0,9.0,,,,,,1.0,1.0,1.0,,,,,,,0.75,1.0,0.041666666666666664,,,,,,1.0,,,,,0.08333333333333333,,1.0,,,,,,,,1.0,,,0.3333333333333333,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,0.5895,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,1777.0,30.0,6.0,56,57,16.0,25,8.0,113,4.0,1.0,3.0,2.0,7.0,4.0,11.0,40.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,,3.0,5.0,8.0,,,4.0,1.0,6.0,2.0,6.0,6.0,3.0,,4.0,16.0,0.5,1.0,0.2857142857142857,1.0,0.35,0.5,0.4230769230769231,0.6666666666666666,0.14285714285714285,0.25,29.23076923076923,0.6666666666666666,0.13043478260869565,,0.10344827586206896,0.4,0.1111111111111111,,0.4,0.3,0.3333333333333333,0.3333333333333333,1.0,0.7,0.49806,0.500675,0.23076923076923078,0.3,0.36363636363636365,8.457142857142857,0.2857142857142857,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,,,,,,,3.0,3.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.75,0.3,0.11538461538461539,0.0967741935483871,0.09090909090909091,,,0.25,0.3333333333333333,,0.1,,,,0.2,1.0,0.5,1.0,0.5,,0.2727272727272727,24.53333333333333,,1.0,,,1.0,,,,2.0,,,,,,,0.5,1.0,1.0,,0.5,1.0,1.0,2.0,,,3.0,2.0,,,1.0,,,,,1.0,1.0,,,,0.125,0.14285714285714285,,,,1.0,1.0,0.535,,,,2.0,,,0.4,,,,,,1.0,,,,0.3333333333333333,0.5,,,,,False,1.0,1.0,,,,,,
1563,1610612754,Kevin Ollie,Kevin Ollie,1563,IND,2846.0,47.0,-6.0,94,94,38.0,45,6.0,188,3.0,1.0,4.0,2.0,9.0,6.0,10.0,85.0,2.0,4.0,,4.0,4.0,,1.0,2.0,4.0,6.0,6.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,6.0,3.0,,4.0,38.0,1.0,1.0,0.2222222222222222,0.5,0.2222222222222222,0.5,0.4166666666666667,0.5,0.1111111111111111,0.3333333333333333,15.0,0.6666666666666666,0.1111111111111111,0.25,0.13636363636363635,,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.4444444444444444,0.25,0.25,1.0,0.3333333333333333,0.43283333333333335,0.463125,0.25,0.25,0.4,11.466666666666665,0.40425531914893614,1.0,,1.0,2.0,2.0,,,,,,,,,1.0,,,,,5.0,2.0,7.0,2.0,4.0,16.0,,,,,,,,,,,,,0.16666666666666666,,0.3333333333333333,0.5,0.2222222222222222,,,,,,,0.5,0.5,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,0.3586,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
1802,1610612754,Brad Miller,Brad Miller,1802,IND,3144.0,52.0,-12.0,92,99,22.0,42,8.0,191,2.0,1.0,5.0,3.0,11.0,6.0,12.0,94.0,,2.0,3.0,3.0,4.0,2.0,1.0,4.0,11.0,17.0,20.0,,,,,2.0,,2.0,7.0,4.0,,3.0,22.0,0.6666666666666666,0.6666666666666666,0.2727272727272727,,0.2727272727272727,,0.42857142857142855,0.375,0.09090909090909091,,15.533980582524272,,0.2619047619047619,0.4444444444444444,0.29411764705882354,0.36363636363636365,0.25,0.42857142857142855,0.18181818181818182,0.45454545454545453,0.2,0.2,1.0,0.18181818181818182,0.3907818181818181,0.31575,0.2857142857142857,0.2857142857142857,0.25,12.054545454545456,0.2391304347826087,1.0,,,,4.0,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,,,,,,,,0.08333333333333333,0.07142857142857142,0.11764705882352941,0.2,0.5,0.5,0.5,0.36363636363636365,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,0.25,,,0.07692307692307693,,,,,,,,,,2.0,,1.0,0.4,,1.0,,,,,,,,,,,,,,False,,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,2755.0,46.0,-11.0,94,93,26.0,31,5.0,187,,3.0,3.0,3.0,5.0,,6.0,82.0,1.0,1.0,,2.0,2.0,4.0,,1.0,3.0,4.0,4.0,2.0,1.0,2.0,,5.0,2.0,6.0,,,,2.0,26.0,0.3333333333333333,0.3333333333333333,0.6,1.0,0.5,1.0,0.5,1.0,,,11.0,0.4,0.08108108108108109,0.1111111111111111,0.08695652173913043,,0.23076923076923078,0.125,,0.5,1.0,1.0,0.3333333333333333,0.16666666666666666,0.42061666666666664,0.4075,,,0.3333333333333333,14.360000000000003,0.2765957446808511,,,,,2.0,,,,1.0,,,1.0,,,,,,1.0,2.0,,2.0,,,4.0,,,,,,,,,0.16666666666666666,,,,,,,,0.3333333333333333,,,,,0.16666666666666666,,,,,,,24.3,,,,,,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,2.0,,,,2.0,,3.0,3.0,,3.0,3.0,2.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,False,,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,3293.0,55.0,6.0,104,106,34.0,48,8.0,210,4.0,5.0,7.0,9.0,12.0,4.0,34.0,98.0,5.0,6.0,2.0,15.0,14.0,4.0,,2.0,3.0,5.0,5.0,,,2.0,2.0,5.0,1.0,2.0,6.0,1.0,,15.0,34.0,0.7777777777777778,0.7777777777777778,0.75,0.8333333333333334,0.6521739130434783,0.65,0.66,0.6818181818181818,,,26.086956521739133,0.4,0.07142857142857142,0.25,0.1,,0.11764705882352941,0.16666666666666666,0.17391304347826086,0.30434782608695654,0.7142857142857143,0.7142857142857143,0.8,0.6521739130434783,0.4313840909090908,0.4274888888888888,0.08,0.07692307692307693,0.4411764705882353,11.266666666666666,0.3269230769230769,4.0,,3.0,3.0,1.0,,1.0,1.0,10.0,3.0,4.0,11.0,,1.0,,4.0,6.0,10.0,2.0,,2.0,,1.0,4.0,,,0.5,0.36363636363636365,0.36363636363636365,,,,0.4782608695652174,,,,0.0625,0.5,1.0,1.0,0.043478260869565216,0.043478260869565216,,,,0.43478260869565216,,0.3,1.0,0.1,0.3,,26.90909090909091,,4.0,1.0,1.0,4.0,,1.0,,3.0,,0.25,0.75,,,,0.4,0.4444444444444444,0.5,0.3333333333333333,0.4,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,0.431,,,6.0,,1.0,,,,,,,,1.0,,1.0,,0.09090909090909091,0.1,,,,,False,,,1.0,0.08333333333333333,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,3025.0,50.0,-6.0,93,95,26.0,29,6.0,188,4.0,,1.0,5.0,20.0,6.0,16.0,88.0,3.0,8.0,3.0,9.0,2.0,8.0,3.0,1.0,4.0,8.0,11.0,1.0,1.0,1.0,,4.0,3.0,11.0,8.0,3.0,1.0,9.0,26.0,0.2,0.2,0.25,0.375,0.25,0.375,0.3333333333333333,0.45,0.15,0.5,27.45098039215686,0.25,0.1,0.16666666666666666,0.10869565217391304,0.08333333333333333,0.07142857142857142,0.2,0.2,0.05,,,,0.2,0.3813249999999999,0.36797500000000005,0.13043478260869565,0.13043478260869565,0.5625,8.175,0.27956989247311825,,,,1.0,15.0,,,,,,,,,3.0,1.0,,,,1.0,,1.0,,1.0,2.0,3.0,3.0,,,,,,0.125,,0.07894736842105263,0.06976744186046512,,0.14285714285714285,,,,0.75,,,,,,,0.125,,,,0.0625,,5.0,,,,,,,,3.0,,,,0.3333333333333333,0.35714285714285715,0.2,,,,,,,1.0,,,1.0,1.0,,3.0,,3.0,,1.0,1.0,,1.0,,1.0,0.06666666666666667,,0.125,0.15384615384615385,,,0.08333333333333333,,,0.39443333333333336,,,,3.0,,,0.375,,,,,,,,,,,,,,,,False,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,2830.0,47.0,-5.0,88,91,19.0,37,5.0,179,3.0,,1.0,3.0,5.0,4.0,16.0,83.0,,1.0,2.0,5.0,2.0,4.0,,,9.0,10.0,13.0,2.0,1.0,3.0,2.0,6.0,2.0,11.0,7.0,4.0,,5.0,19.0,0.3333333333333333,0.5,0.6,,0.75,0.5,0.7272727272727273,0.625,,,17.894736842105264,0.5,0.23076923076923078,,0.1956521739130435,0.07142857142857142,0.21428571428571427,,0.375,0.125,,,,0.75,0.5105285714285714,0.48272499999999996,0.36363636363636365,0.5,0.3125,4.96,0.2159090909090909,3.0,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,7.0,,7.0,,2.0,14.0,2.0,3.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.375,0.058823529411764705,0.05405405405405406,0.05263157894736842,0.45454545454545453,,1.0,1.0,0.125,0.125,1.0,1.0,,0.25,0.6666666666666666,,,0.3333333333333333,0.3333333333333333,0.25,29.0,,1.0,,1.0,1.0,4.0,1.0,1.0,3.0,,0.5,0.3333333333333333,,,,0.5,0.5,1.0,,0.5,2.0,,2.0,,,1.0,,1.0,5.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,0.125,,,,1.0,1.0,0.5339,,,3.0,1.0,,,0.25,,,,,,,,,,,,0.5,,,,False,,,,,1.0,1.0,0.2,1.0
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,1008.0,17.0,-14.0,28,31,5.0,3,2.0,59,3.0,2.0,5.0,3.0,8.0,,6.0,32.0,,1.0,,,2.0,4.0,,,1.0,1.0,1.0,,,,,1.0,2.0,3.0,1.0,1.0,,,5.0,0.3333333333333333,0.3333333333333333,0.375,,0.375,,0.375,,,,27.27272727272727,,0.08333333333333333,,0.06666666666666667,,0.25,,0.375,0.625,0.4,0.4,0.5,0.375,0.45835,0.5938,0.125,0.125,,12.475000000000001,0.17857142857142858,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,2.0,,2.0,4.0,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
2249,1610612754,Jamison Brewer,Jamison Brewer,2249,IND,339.0,6.0,2.0,14,14,7.0,14,2.0,28,1.0,,1.0,,2.0,1.0,1.0,11.0,,1.0,1.0,1.0,,,,1.0,1.0,2.0,4.0,,,1.0,1.0,1.0,,3.0,2.0,,1.0,1.0,7.0,,,,,,,0.16666666666666666,0.25,,,23.52941176470588,1.0,0.25,0.3333333333333333,0.2857142857142857,0.5,,0.3333333333333333,0.5,0.5,,,,0.5,0.46985,0.5784,,,1.0,7.9,0.5,,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,2.0,1.0,2.0,,,,,,,,0.2,0.3333333333333333,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,1.0,,1.0,1.0,,,,,0.5784,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
1743,1610612754,Bruno Sundov,Bruno Sundov,1743,IND,127.0,2.0,,6,6,6.0,6,,12,1.0,,,1.0,1.0,,2.0,6.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,16.666666666666668,,,,,,,,1.0,,,,,1.0,0.6091,0.6091,,,1.0,1.7,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
